Wall time,Step,Value
1525390657.677883,4320,33.29166793823242
1525390698.9355774,5040,33.14861297607422
1525390905.563257,8640,31.806943893432617
1525391029.4834602,10800,34.34583282470703
1525391071.001145,11520,33.977779388427734
1525391194.5740616,13680,33.26388931274414
1525391235.437056,14400,33.213890075683594
1525391276.6874428,15120,32.594444274902344
1525391442.8216126,18000,34.18333435058594
1525391937.66543,26640,33.045833587646484
1525392103.2211149,29520,34.18611145019531
1525392185.603872,30960,33.108333587646484
1525392268.428511,32400,34.38888931274414
1525392309.5533874,33120,33.42222213745117
1525392391.8724535,34560,33.42361068725586
1525392640.542774,38880,34.406944274902344
1525392681.5866916,39600,32.61666488647461
1525392723.04287,40320,34.84722137451172
1525392764.4100368,41040,33.337501525878906
1525392805.5340912,41760,32.42499923706055
1525393068.3917065,46080,34.96111297607422
1525393157.6435623,47520,33.5625
1525393245.2960536,48960,33.95694351196289
1525393287.751724,49680,33.07777786254883
1525393411.0802238,51840,33.76250076293945
1525393452.6745348,52560,34.030555725097656
1525393494.763483,53280,32.42916488647461
1525393538.613936,54000,33.613887786865234
1525393751.424065,57600,34.05833435058594
1525393974.3414588,61200,33.891666412353516
1525394108.040003,63360,32.698612213134766
1525394152.403938,64080,32.28333282470703
1525394420.448619,68400,35.04166793823242
1525394775.3614855,74160,32.50138854980469
1525394908.2219813,76320,34.10138702392578
1525394953.2053838,77040,33.834720611572266
1525395265.3349419,82080,34.459720611572266
1525395399.233101,84240,35.43194580078125
1525395487.8823185,85680,33.57638931274414
1525395799.6825356,90720,32.329166412353516
1525395844.3327806,91440,32.886112213134766
1525395977.793239,93600,33.24444580078125
1525396022.3284147,94320,33.65972137451172
1525396333.2073112,99360,32.877777099609375
1525396421.7650237,100800,33.94305419921875
1525396511.1335855,102240,34.21527862548828
1525396555.349211,102960,33.52777862548828
1525396599.6119766,103680,32.8930549621582
1525396910.6829603,108720,33.420833587646484
1525397131.798327,112320,33.93333435058594
1525397220.9282663,113760,34.27083206176758
1525397265.4081314,114480,33.815277099609375
1525397443.3238707,117360,33.75972366333008
1525397664.8548732,120960,33.15833282470703
1525397709.536936,121680,33.42499923706055
1525397842.6668282,123840,33.68333435058594
1525398107.7218778,128160,32.03472137451172
1525398152.5029423,128880,33.11805725097656
1525398242.5108876,130320,33.30277633666992
1525398375.4761612,132480,34.07777786254883
1525398464.4539018,133920,33.98472213745117
1525398509.1388116,134640,33.997222900390625
1525398597.8964708,136080,33.88750076293945
1525398686.2413974,137520,33.41666793823242
1525398730.8544703,138240,33.50972366333008
1525399040.7039123,143280,33.9555549621582
1525399394.4767268,149040,33.1875
1525399438.3577452,149760,34.55277633666992
1525399482.8814998,150480,34.38194274902344
1525399660.9466035,153360,33.469444274902344
1525400114.35292,160560,33.84166717529297
1525400159.4979947,161280,33.61527633666992
1525400251.257267,162720,34.13888931274414
1525400432.7878792,165600,33.93055725097656
1525400569.1175148,167760,33.14583206176758
1525400614.4330437,168480,33.650001525878906
1525400659.7985666,169200,34.162498474121094
1525400796.1640105,171360,32.09583282470703
1525401342.6240394,180000,33.58194351196289
1525401616.6776774,184320,33.64583206176758
1525401753.4434733,186480,34.36666488647461
1525401844.317173,187920,34.17916488647461
1525401889.699365,188640,33.10138702392578
1525401981.0664706,190080,33.88194274902344
1525402162.4686086,192960,32.858333587646484
1525402343.9138772,195840,32.32083511352539
1525402434.2480695,197280,32.584720611572266
1525402660.8403323,200880,32.09027862548828
1525403250.5472655,210240,34.849998474121094
1525403295.7827866,210960,32.6430549621582
1525403523.2116537,214560,33.9375
1525403568.1979413,215280,33.6875
1525403750.1285675,218160,33.7319450378418
1525403795.6197863,218880,32.11944580078125
1525403977.733676,221760,33.281944274902344
1525404023.3682134,222480,35.01944351196289
1525404113.9087255,223920,34.62638854980469
1525404250.1365893,226080,33.801387786865234
1525404477.4842918,229680,32.89861297607422
1525404523.0839078,230400,33.587501525878906
1525404568.1986308,231120,32.40277862548828
1525404796.4370806,234720,33.875
1525404841.595305,235440,33.78472137451172
1525404887.3967392,236160,33.39861297607422
1525405022.873132,238320,33.877777099609375
1525405430.8383217,244800,33.32500076293945
1525405521.3451607,246240,32.52916717529297
1525405702.7760391,249120,33.031944274902344
1525405793.5440717,250560,34.25138854980469
1525406065.4289935,254880,34.31388854980469
1525406110.5205188,255600,34.525001525878906
1525406382.394782,259920,33.391666412353516
1525406518.25827,262080,33.79305648803711
1525406698.8179228,264960,33.151390075683594
1525406879.2930179,267840,33.60416793823242
1525406969.4696488,269280,33.97083282470703
1525407151.0020492,272160,33.37083435058594
1525407196.5674012,272880,34.81805419921875
1525407241.3688133,273600,32.47638702392578
1525407331.8203483,275040,34.04999923706055
1525407557.710077,278640,35.147220611572266
1525407784.191723,282240,33.030555725097656
1525407829.248644,282960,34.80277633666992
1525407874.1320057,283680,34.162498474121094
1525408553.7041001,294480,34.587501525878906
1525408869.8496244,299520,34.25555419921875
1525409140.55953,303840,33.88472366333008
1525409185.6247175,304560,33.516666412353516
1525409275.5009038,306000,33.127777099609375
1525409364.9761684,307440,33.43055725097656
1525409558.1629136,310320,34.88472366333008
1525410096.998016,316800,33.5
1525410222.4126794,318240,35.454166412353516
1525410273.8262076,318960,33.37916564941406
1525410408.340036,321120,34.95000076293945
1525410678.1960306,325440,34.209720611572266
1525411038.28657,331200,34.23472213745117
1525411083.8134477,331920,34.82500076293945
1525411218.282376,334080,32.84583282470703
1525411263.372276,334800,33.99305725097656
1525411443.8748598,337680,34.68888854980469
1525411669.3099277,341280,33.733333587646484
1525411714.2416399,342000,33.962501525878906
1525412220.918646,349920,34.973609924316406
1525412387.8141782,352080,34.25694274902344
1525412450.4119308,352800,34.60972213745117
1525412575.8155951,354240,33.48749923706055
1525412702.0447063,355680,34.2319450378418
1525412890.276124,357840,34.997222900390625
1525413578.950675,365760,34.665279388427734
1525413893.178794,369360,33.91666793823242
1525414017.9685223,370800,33.14583206176758
1525414205.5245779,372960,34.5444450378418
1525414331.506,374400,34.05694580078125
1525414644.507091,378000,32.63750076293945
1525414707.4093049,378720,34.39583206176758
1525415084.233226,383040,34.24305725097656
1525415210.5012536,384480,32.55555725097656
1525415273.5591288,385200,33.598609924316406
1525415399.226497,386640,34.25972366333008
1525415462.2820141,387360,34.30416488647461
1525415651.6418188,389520,34.65833282470703
1525415777.6963785,390960,32.94305419921875
1525416091.1741855,394560,33.747222900390625
1525416154.240754,395280,34.41666793823242
1525416216.5858605,396000,33.412498474121094
1525416720.1952777,401760,34.62638854980469
1525416845.1553557,403200,33.48611068725586
1525417096.6886947,406080,34.165279388427734
1525417159.8182752,406800,34.75416564941406
1525417223.0724769,407520,34.92222213745117
1525417475.7088017,410400,34.42777633666992
1525417729.094697,413280,34.64027786254883
1525417792.355901,414000,33.88055419921875
1525417980.7598147,416160,33.68333435058594
1525418106.9502861,417600,34.85972213745117
1525418169.6903145,418320,34.16388702392578
1525418232.9802582,419040,35.10416793823242
1525418296.1804416,419760,34.974998474121094
1525418359.5715184,420480,34.42222213745117
1525418422.2806227,421200,33.906944274902344
1525418548.9964595,422640,35.31111145019531
1525418611.6830347,423360,34.80555725097656
1525418908.6278112,426960,33.852779388427734
1525418971.458098,427680,34.46527862548828
1525419221.8270757,430560,34.468055725097656
1525419410.1230667,432720,33.781944274902344
1525419536.074131,434160,34.531944274902344
1525419896.6576023,438480,33.75416564941406
1525420007.0434382,439920,33.719444274902344
1525420284.8476377,443520,35.23749923706055
1525420507.2037635,446400,34.3569450378418
1525420562.519897,447120,34.09583282470703
1525420673.2291977,448560,33.80833435058594
1525421340.6818786,457200,34.719444274902344
1525421730.080541,462240,33.85972213745117
1525421785.3276343,462960,34.31388854980469
1525421896.5701327,464400,34.102779388427734
1525421952.5497663,465120,34.212501525878906
1525422008.443423,465840,34.54861068725586
1525422063.4002054,466560,33.17916488647461
1525422174.8946147,468000,33.27083206176758
1525422342.440324,470160,33.49583435058594
1525422566.0564308,473040,34.26388931274414
1525422621.986046,473760,34.35555648803711
1525422845.4101696,476640,34.40833282470703
1525423012.5312138,478800,34.037498474121094
1525423237.3460767,481680,34.280555725097656
1525423405.404665,483840,34.531944274902344
1525423461.6295073,484560,34.66805648803711
1525423518.266653,485280,35.36805725097656
1525423574.4497805,486000,32.98749923706055
1525423630.602905,486720,34.540279388427734
1525423742.9034863,488160,33.00138854980469
1525423798.83074,488880,33.713890075683594
1525423855.4370964,489600,35.49583435058594
1525424023.1154,491760,34.127777099609375
1525424078.7403607,492480,35.094444274902344
1525424134.4213626,493200,34.323612213134766
1525424245.8740819,494640,34.713890075683594
1525424360.9345531,496080,34.94166564941406
1525424418.2686155,496800,34.613887786865234
1525424815.8039138,501840,34.35555648803711
1525424973.430799,504000,34.2944450378418
1525425074.0645747,505440,35.54999923706055
1525425185.807914,506880,33.323612213134766
1525425353.2578826,509040,34.102779388427734
1525425464.5241964,510480,34.52777862548828
1525425576.5736446,511920,35.6430549621582
1525425799.2248302,514800,34.329166412353516
1525426022.0479345,517680,33.16388702392578
1525426190.5999172,519840,35.05277633666992
1525426246.7646053,520560,33.473609924316406
1525426302.419066,521280,34.858333587646484
1525426358.0720713,522000,35.372222900390625
1525426693.1678212,526320,35.1430549621582
1525427027.5741704,530640,34.38888931274414
1525427139.697342,532080,34.724998474121094
1525427195.1547663,532800,33.19305419921875
1525427251.5874155,533520,35.19305419921875
1525427418.383302,535680,33.04861068725586
1525427587.169594,537840,34.113887786865234
1525427642.7402546,538560,34.25
1525427811.0386248,540720,35.43888854980469
1525427867.2625427,541440,33.42361068725586
1525427923.1876853,542160,34.04722213745117
1525428035.0343008,543600,34.58611297607422
1525428147.1022096,545040,34.05416488647461
1525428481.6059196,549360,34.400001525878906
1525428649.2808528,551520,35.613887786865234
1525428705.11946,552240,34.88472366333008
1525428872.954097,554400,34.01250076293945
1525428928.8299744,555120,35.00416564941406
1525428984.847405,555840,34.88055419921875
1525429096.8037174,557280,33.901390075683594
1525429153.0261924,558000,35.815277099609375
1525429488.7257833,562320,32.25138854980469
1525429712.1144638,565200,35.18888854980469
1525429768.1966145,565920,35.68888854980469
1525429880.3032532,567360,36.468055725097656
1525429991.9842129,568800,34.82638931274414
1525430103.5524535,570240,36.33333206176758
1525430159.1443746,570960,34.29722213745117
1525430214.9535797,571680,34.57638931274414
1525430270.900571,572400,36.213890075683594
1525430326.6302392,573120,35.147220611572266
1525430495.0461037,575280,35.29166793823242
1525430606.4995584,576720,34.60416793823242
1525430714.4484158,578160,34.30833435058594
1525430867.178037,580320,35.838890075683594
1525430979.291735,581760,35.329166412353516
1525431035.3920498,582480,35.67361068725586
1525431091.355399,583200,33.651390075683594
1525431428.0149975,587520,37.49027633666992
1525431484.6405232,588240,36.516666412353516
1525431597.096268,589680,34.86944580078125
1525431766.2840238,591840,35.337501525878906
1525431991.8106608,594720,35.88055419921875
1525432160.223702,596880,34.218055725097656
1525432329.0148597,599040,35.280555725097656
1525432385.294657,599760,35.43888854980469
1525432497.920561,601200,35.026390075683594
1525432610.4507425,602640,35.276390075683594
1525432722.208862,604080,35.25972366333008
1525433003.592336,607680,34.405555725097656
1525433172.1732504,609840,35.156944274902344
1525433285.4447982,611280,35.334720611572266
1525433453.4137003,613440,34.72916793823242
1525433902.1687243,619200,34.35138702392578
1525434126.3394787,622080,34.127777099609375
1525434350.2136838,624960,35.30277633666992
1525434462.6728735,626400,35.97916793823242
1525434518.6297755,627120,36.10972213745117
1525434742.4335275,630000,33.52777862548828
1525434854.3474607,631440,34.93194580078125
1525434911.2795827,632160,36.233333587646484
1525435079.724164,634320,35.1069450378418
1525435191.1379218,635760,34.42499923706055
1525435303.4166632,637200,34.420833587646484
1525435471.358299,639360,36.0
1525435583.2185788,640800,34.95694351196289
1525435639.3741,641520,35.19583511352539
1525435751.8580298,642960,33.68194580078125
1525435976.2196593,645840,34.948612213134766
1525436193.2431064,648720,34.848609924316406
1525436511.1252542,653760,35.3569450378418
1525436556.6400743,654480,35.06666564941406
1525436601.711717,655200,35.50555419921875
1525436646.456045,655920,33.127777099609375
1525436736.259614,657360,35.15416717529297
1525436871.0431113,659520,35.31805419921875
1525436916.5704951,660240,35.224998474121094
1525436961.5317469,660960,36.4555549621582
1525437096.937801,663120,34.42916488647461
1525437141.7395866,663840,34.87916564941406
1525437186.820193,664560,33.74861145019531
1525437231.5472667,665280,34.47222137451172
1525437591.6828768,671040,35.59166717529297
1525437637.0610397,671760,36.60138702392578
1525437772.0256865,673920,35.65972137451172
1525438088.3766978,678960,35.037498474121094
1525438223.7509072,681120,34.71666717529297
1525438538.1494062,686160,34.97916793823242
1525438583.2658129,686880,36.49305725097656
1525438627.9153335,687600,35.84722137451172
1525438718.2843912,689040,37.02361297607422
1525438763.2925985,689760,33.844444274902344
1525438808.0420904,690480,35.227779388427734
1525438943.3353724,692640,35.70833206176758
1525438988.2171223,693360,35.58611297607422
1525439078.058423,694800,33.02083206176758
1525439168.362313,696240,36.36666488647461
1525439212.8163207,696960,35.287498474121094
1525439392.9284604,699840,35.613887786865234
1525439440.0034976,700560,36.02916717529297
1525439619.433912,703440,35.44722366333008
1525439663.9715722,704160,35.81944274902344
1525439709.1667414,704880,35.780555725097656
1525439754.584312,705600,36.08194351196289
1525439889.743367,707760,35.23472213745117
1525439934.4333153,708480,36.60416793823242
1525439979.2459595,709200,35.0
1525440114.4038868,711360,36.07083511352539
1525440159.6739173,712080,35.502777099609375
1525440520.2962234,717840,35.709720611572266
1525440701.369265,720720,36.58611297607422
1525440791.2508323,722160,35.73611068725586
1525440882.155009,723600,36.12638854980469
1525440927.242822,724320,34.875
1525441062.626313,726480,36.098609924316406
1525441107.9720812,727200,36.1430549621582
