,action,episode,reward,step,time_sec
2158,"0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0",3,-179,719.0,3595
2159,"0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0",3,-179,720.0,3600
2160,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,0,1.0,5
2161,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0",4,0,2.0,10
2162,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,-1,3.0,15
2163,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0",4,0,4.0,20
2164,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0",4,0,5.0,25
2165,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0",4,0,6.0,30
2166,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0",4,0,7.0,35
2167,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0",4,0,8.0,40
2168,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0",4,0,9.0,45
2169,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0",4,-1,10.0,50
2170,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0",4,-1,11.0,55
2171,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0",4,0,12.0,60
2172,"0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0",4,0,13.0,65
2173,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0",4,-1,14.0,70
2174,"0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0",4,-1,15.0,75
2175,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0",4,-1,16.0,80
2176,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0",4,-1,17.0,85
2177,"3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,2,0,0,0,0,1,0,0,1",4,-1,18.0,90
2178,"3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0",4,-5,19.0,95
2179,"0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,1,0,0",4,-1,20.0,100
2180,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,1,1,0,2",4,-1,21.0,105
2181,"3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0",4,-1,22.0,110
2182,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0",4,-2,23.0,115
2183,"0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1",4,-2,24.0,120
2184,"3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0",4,-3,25.0,125
2185,"0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,2,0,0,0,3,0,0,0,1",4,-2,26.0,130
2186,"0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,2",4,0,27.0,135
2187,"3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0",4,-2,28.0,140
2188,"0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,0,0,0,0,3,0,1,0,1",4,-1,29.0,145
2189,"0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0",4,-1,30.0,150
2190,"3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,0,1,0,1",4,-2,31.0,155
2191,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0",4,0,32.0,160
2192,"0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1",4,-2,33.0,165
2193,"0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,3,0,0,0,0",4,-3,34.0,170
2194,"3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0",4,-1,35.0,175
2195,"0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1",4,-3,36.0,180
2196,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,3,1,1,0,0",4,-1,37.0,185
2197,"0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,1,0,0",4,-2,38.0,190
2198,"3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1",4,-1,39.0,195
2199,"3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0",4,0,40.0,200
2200,"0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0",4,-3,41.0,205
2201,"0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2",4,-3,42.0,210
2202,"0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0,0",4,-2,43.0,215
2203,"0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,0,0,0,3,1,1,0,0",4,-2,44.0,220
2204,"3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1",4,-2,45.0,225
2205,"0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1",4,0,46.0,230
2206,"0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2",4,-2,47.0,235
2207,"3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0",4,-2,48.0,240
2208,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0",4,-1,49.0,245
2209,"0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0",4,0,50.0,250
2210,"0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1",4,-3,51.0,255
2211,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,1,1,0,1",4,0,52.0,260
2212,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0",4,0,53.0,265
2213,"3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,1,0,0,0,0,1,0,2",4,-1,54.0,270
2214,"3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1",4,-1,55.0,275
2215,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,3,0,0,0,0",4,-1,56.0,280
2216,"0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0",4,-1,57.0,285
2217,"0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,4,0,0,0,0,3,0,0,0,1",4,-1,58.0,290
2218,"0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1",4,-1,59.0,295
2219,"3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0",4,-2,60.0,300
2220,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1",4,-1,61.0,305
2221,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,1,0,2",4,-1,62.0,310
2222,"3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0",4,-1,63.0,315
2223,"3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1",4,0,64.0,320
2224,"0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1",4,-1,65.0,325
2225,"0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0",4,-1,66.0,330
2226,"0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,3,0,0,0,2",4,-2,67.0,335
2227,"0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1",4,-3,68.0,340
2228,"3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1",4,-4,69.0,345
2229,"3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,1,1,0,1",4,0,70.0,350
2230,"0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0",4,0,71.0,355
2231,"3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0",4,0,72.0,360
2232,"3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1",4,-3,73.0,365
2233,"0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0",4,-2,74.0,370
2234,"4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,1",4,-1,75.0,375
2235,"4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0",4,0,76.0,380
2236,"0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0",4,0,77.0,385
2237,"3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1",4,-2,78.0,390
2238,"0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1",4,-3,79.0,395
2239,"4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,1,3,0,0",4,-2,80.0,400
2240,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2",4,-4,81.0,405
2241,"3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,0",4,-2,82.0,410
2242,"4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1",4,-1,83.0,415
2243,"4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0",4,-2,84.0,420
2244,"4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0",4,-3,85.0,425
2245,"4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0",4,-3,86.0,430
2246,"4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,1,0,0",4,-2,87.0,435
2247,"4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0",4,-5,88.0,440
2248,"3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1",4,-3,89.0,445
2249,"0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,3,2,1",4,-4,90.0,450
2250,"4,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1",4,-4,91.0,455
2251,"4,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,3,0,0,0,0,2,0,3,5,0",4,0,92.0,460
2252,"4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",4,-3,93.0,465
2253,"4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0",4,-3,94.0,470
2254,"0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0,0,1",4,-4,95.0,475
2255,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1",4,-8,96.0,480
2256,"0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,0,0,0,0,2,0,1,0,1",4,-4,97.0,485
2257,"4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,2,1",4,-8,98.0,490
2258,"0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,-4,99.0,495
2259,"0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0",4,-5,100.0,500
2260,"4,1,0,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1",4,-4,101.0,505
2261,"4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,1,2,1",4,-4,102.0,510
2262,"0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0",4,-4,103.0,515
2263,"3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0",4,-5,104.0,520
2264,"4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0",4,-4,105.0,525
2265,"4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,0",4,-7,106.0,530
2266,"0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0",4,-3,107.0,535
2267,"4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0",4,-3,108.0,540
2268,"4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,3,1,1,0,1",4,-2,109.0,545
2269,"4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,0",4,-4,110.0,550
2270,"0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0",4,-3,111.0,555
2271,"4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0",4,-4,112.0,560
2272,"3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1",4,-4,113.0,565
2273,"0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,3,1,1,0,0",4,-3,114.0,570
2274,"4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,1",4,-6,115.0,575
2275,"3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0",4,-5,116.0,580
2276,"4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0",4,0,117.0,585
2277,"4,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0",4,-5,118.0,590
2278,"4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,1",4,-4,119.0,595
2279,"0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,3,1,1,0,1",4,-2,120.0,600
2280,"3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1",4,-5,121.0,605
2281,"3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,1,0,0,2,0,1,0,0",4,-4,122.0,610
2282,"3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,1,2,0,1",4,-5,123.0,615
2283,"0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0",4,-6,124.0,620
2284,"0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0",4,-5,125.0,625
2285,"4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,2,0,0",4,-4,126.0,630
2286,"4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,2,1,2,0,0",4,-5,127.0,635
2287,"0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,1",4,-4,128.0,640
2288,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0",4,-6,129.0,645
2289,"4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,1,1,5,1",4,-3,130.0,650
2290,"4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,1",4,-9,131.0,655
2291,"3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1",4,-9,132.0,660
2292,"0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,2,0,1",4,-5,133.0,665
2293,"4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1",4,-7,134.0,670
2294,"4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,1",4,-8,135.0,675
2295,"0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0",4,-5,136.0,680
2296,"4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0",4,-5,137.0,685
2297,"0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1",4,-6,138.0,690
2298,"4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1",4,-4,139.0,695
2299,"4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0",4,-7,140.0,700
2300,"0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0",4,-5,141.0,705
2301,"0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,1",4,-8,142.0,710
2302,"4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1",4,-6,143.0,715
2303,"4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,1",4,-4,144.0,720
2304,"0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0",4,-10,145.0,725
2305,"4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,3,0,3,0,0",4,-8,146.0,730
2306,"4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0",4,-9,147.0,735
2307,"0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1",4,-7,148.0,740
2308,"3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1",4,-5,149.0,745
2309,"4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,1",4,-6,150.0,750
2310,"0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,1",4,-5,151.0,755
2311,"4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0",4,-11,152.0,760
2312,"4,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0",4,-8,153.0,765
2313,"4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,3,0,2,0,1",4,-11,154.0,770
2314,"0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,2,5,0",4,-10,155.0,775
2315,"0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1",4,-10,156.0,780
2316,"3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1",4,-8,157.0,785
2317,"0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1",4,-8,158.0,790
2318,"4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0",4,-6,159.0,795
2319,"4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,3,0,0,0,0,3,0,3,0,0",4,-7,160.0,800
2320,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0",4,-6,161.0,805
2321,"4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,3,0,2,0,1",4,-8,162.0,810
2322,"4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0",4,-5,163.0,815
2323,"0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0",4,-3,164.0,820
2324,"4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,2,0,3,0,1",4,-5,165.0,825
2325,"4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1",4,-7,166.0,830
2326,"0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0",4,-4,167.0,835
2327,"3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,3,0,1",4,-4,168.0,840
2328,"4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,3,0,1,0,1",4,-9,169.0,845
2329,"0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1",4,-5,170.0,850
2330,"4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,2,0,2,0,1",4,-5,171.0,855
2331,"4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0",4,-2,172.0,860
2332,"0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0",4,-5,173.0,865
2333,"4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1",4,-9,174.0,870
2334,"0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1",4,-7,175.0,875
2335,"4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0",4,-5,176.0,880
2336,"3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1",4,-6,177.0,885
2337,"4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,2,0,0",4,-8,178.0,890
2338,"0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,5,0",4,-7,179.0,895
2339,"0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1",4,-5,180.0,900
2340,"4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1",4,-5,181.0,905
2341,"4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0",4,-7,182.0,910
2342,"0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,2,0,1",4,-9,183.0,915
2343,"4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1",4,-5,184.0,920
2344,"0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,3,0,1,0,1",4,-5,185.0,925
2345,"4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0",4,-5,186.0,930
2346,"4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0",4,-7,187.0,935
2347,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0",4,-5,188.0,940
2348,"4,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,1,3,0,0",4,-5,189.0,945
2349,"0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1",4,-8,190.0,950
2350,"0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,2,0,0,0,2,0,2,0,0",4,-8,191.0,955
2351,"4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0",4,-10,192.0,960
2352,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0",4,-4,193.0,965
2353,"4,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,4,0,0,0,0,2,1,2,0,0",4,-12,194.0,970
2354,"0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,2,0,1",4,-6,195.0,975
