,action,episode,reward,step,time_sec
1300,"0,0,1,0,0,1,1,2,1,1,1,0,1,1,1,1,0,0,4,0,1,1,0,3,1,1,0,0",2,-30,581.0,2905
1301,"0,2,1,1,0,1,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,3,3,2",2,-26,582.0,2910
1302,"0,0,1,1,0,0,0,3,1,4,0,0,1,1,0,1,0,0,1,0,0,3,1,0,0,1,4,2",2,-25,583.0,2915
1303,"3,3,1,1,0,0,1,2,0,0,0,0,3,0,0,0,0,1,2,0,0,2,1,0,1,2,5,1",2,-29,584.0,2920
1304,"1,0,1,1,0,0,1,1,1,4,1,0,1,1,0,3,1,0,4,0,0,1,2,2,1,1,2,2",2,-31,585.0,2925
1305,"0,2,1,0,0,1,1,1,0,4,0,0,0,0,0,2,1,0,5,0,1,2,0,1,2,3,1,0",2,-34,586.0,2930
1306,"0,0,1,1,0,0,1,1,0,4,0,0,1,1,0,3,1,0,0,0,0,1,1,1,1,3,3,0",2,-31,587.0,2935
1307,"3,0,1,1,0,2,1,1,1,4,0,0,2,0,1,1,1,0,0,2,0,2,1,0,1,2,0,2",2,-32,588.0,2940
1308,"2,3,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,1,0,2,0",2,-34,589.0,2945
1309,"1,0,1,1,0,1,1,1,1,4,0,0,3,0,1,0,1,0,2,2,1,3,0,2,1,2,0,0",2,-36,590.0,2950
1310,"3,0,1,1,0,2,0,1,0,0,1,0,0,0,0,1,0,1,5,1,0,3,0,0,0,1,4,2",2,-40,591.0,2955
1311,"1,0,1,0,0,0,0,3,0,2,1,0,1,1,0,3,1,2,0,2,0,1,1,0,0,1,0,0",2,-42,592.0,2960
1312,"0,2,1,1,0,0,0,1,0,4,1,0,1,1,1,0,1,0,4,2,0,3,2,0,3,3,2,0",2,-29,593.0,2965
1313,"4,2,1,1,0,0,0,1,0,0,1,0,1,1,0,2,0,0,5,0,1,3,0,0,3,3,1,1",2,-34,594.0,2970
1314,"2,0,1,1,0,0,1,1,0,4,0,0,0,1,1,2,0,0,2,2,0,3,0,3,3,1,0,0",2,-28,595.0,2975
1315,"2,2,1,1,0,1,0,1,1,4,0,0,2,1,0,3,0,2,1,0,0,1,3,2,3,3,4,0",2,-26,596.0,2980
1316,"0,2,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,5,0,0,0,2,2,2,1,3,1",2,-25,597.0,2985
1317,"5,3,1,1,0,2,0,3,1,0,0,0,1,0,1,1,0,0,4,0,0,3,1,1,3,3,4,1",2,-33,598.0,2990
1318,"4,1,1,1,0,1,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,1,1,2,1,1,0,1",2,-29,599.0,2995
1319,"0,0,1,1,0,0,0,1,1,4,1,0,0,1,0,3,0,0,4,2,0,3,0,1,3,1,2,0",2,-23,600.0,3000
1320,"3,1,1,1,0,1,1,0,0,0,0,0,1,1,1,2,1,2,4,0,0,2,0,2,3,1,5,1",2,-28,601.0,3005
1321,"0,0,1,0,0,3,0,2,0,4,1,0,1,1,0,1,1,0,5,0,1,2,1,0,3,1,5,1",2,-29,602.0,3010
1322,"4,1,1,0,0,3,1,0,1,0,1,0,1,1,1,2,1,0,5,1,0,0,0,2,0,0,3,0",2,-28,603.0,3015
1323,"0,2,1,1,0,0,1,0,1,0,1,0,1,1,1,3,1,1,1,2,0,2,3,0,0,0,4,1",2,-36,604.0,3020
1324,"4,0,1,0,0,0,1,1,0,0,1,0,1,1,0,2,1,0,1,0,0,1,3,3,1,3,4,0",2,-38,605.0,3025
1325,"3,0,1,1,0,0,1,3,1,0,1,0,0,1,0,1,0,0,5,2,0,1,0,0,3,3,3,2",2,-41,606.0,3030
1326,"0,1,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,0,4,2,0,0,1,0,1,3,2,0",2,-33,607.0,3035
1327,"3,0,1,1,0,1,0,1,1,4,0,0,0,1,0,3,0,0,4,2,0,3,0,2,3,0,4,1",2,-30,608.0,3040
1328,"0,3,1,0,0,0,1,1,1,0,0,0,1,1,1,3,1,0,0,1,0,2,3,0,0,1,2,1",2,-27,609.0,3045
1329,"5,2,1,1,0,3,0,1,1,4,1,0,1,0,0,1,1,1,5,0,0,1,1,1,3,0,5,2",2,-28,610.0,3050
1330,"0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,2,3,0,1,1,0,1",2,-23,611.0,3055
1331,"4,1,1,1,0,3,1,0,1,0,1,0,3,0,1,2,0,0,1,2,0,2,0,1,0,1,0,0",2,-26,612.0,3060
1332,"0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,1,1,3,5,1",2,-22,613.0,3065
1333,"4,3,1,1,0,2,1,0,1,0,0,0,1,1,0,1,0,2,4,2,1,0,0,1,0,1,3,2",2,-19,614.0,3070
1334,"5,0,1,1,0,1,0,3,1,4,1,0,3,1,1,2,1,0,4,0,0,2,1,0,1,1,0,0",2,-20,615.0,3075
1335,"0,3,1,1,0,0,0,0,1,4,1,0,1,1,1,0,1,1,4,1,0,2,1,2,0,0,0,1",2,-22,616.0,3080
1336,"5,3,1,1,0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,2,1,1,1,0,3,1,4,1",2,-28,617.0,3085
1337,"2,2,1,0,0,0,0,2,1,4,1,0,1,1,1,0,0,1,4,0,1,0,0,2,2,1,5,2",2,-19,618.0,3090
1338,"1,0,1,1,0,0,1,3,0,4,1,0,0,1,1,1,0,0,3,2,1,3,1,2,1,1,4,2",2,-23,619.0,3095
1339,"1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,2,1,0,4,0,0,2,1,2,0,0,0,1",2,-23,620.0,3100
1340,"2,0,1,0,0,3,1,3,1,0,0,0,0,1,1,1,1,0,2,2,0,1,1,1,0,0,4,1",2,-21,621.0,3105
1341,"3,0,1,0,0,1,1,1,1,4,0,0,0,1,1,2,1,0,2,1,0,3,2,1,1,0,4,1",2,-25,622.0,3110
1342,"0,3,1,1,0,0,1,1,1,3,0,0,3,0,1,0,0,0,4,0,0,0,1,1,1,3,5,1",2,-27,623.0,3115
1343,"1,0,1,1,0,0,1,1,1,4,0,0,1,0,0,0,0,0,4,2,1,3,0,0,0,0,3,1",2,-30,624.0,3120
1344,"4,1,1,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,4,2,0,2,3,1,1,1,4,2",2,-32,625.0,3125
1345,"4,1,1,1,0,3,1,1,1,0,1,0,0,0,0,1,1,1,2,2,0,2,2,3,0,1,5,1",2,-35,626.0,3130
1346,"3,0,1,0,0,2,1,0,1,0,0,0,2,1,1,2,1,0,3,2,0,1,3,1,2,1,4,0",2,-33,627.0,3135
1347,"4,0,1,0,0,1,1,1,0,3,1,0,1,0,0,1,1,1,4,2,0,0,0,2,2,3,0,1",2,-29,628.0,3140
1348,"1,2,1,0,0,1,1,1,0,4,0,0,1,0,1,3,1,0,4,0,0,2,0,3,1,2,4,1",2,-34,629.0,3145
1349,"2,2,1,1,0,2,1,1,1,3,1,0,1,0,1,2,0,1,0,0,0,0,2,0,1,0,0,2",2,-24,630.0,3150
1350,"3,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,2,1,0,2,1,3,1,0,3,1",2,-25,631.0,3155
1351,"3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,5,2,0,1,0,0,0,1,0,0",2,-31,632.0,3160
1352,"0,1,1,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,5,0,1,0,0,0,2,3,0,2",2,-20,633.0,3165
1353,"4,1,1,1,0,3,0,0,0,4,1,0,1,1,0,0,1,0,1,0,0,0,0,3,2,3,2,0",2,-19,634.0,3170
1354,"5,2,1,1,0,1,0,1,0,4,1,0,0,1,0,2,1,1,4,2,1,1,0,0,3,1,1,0",2,-27,635.0,3175
1355,"2,1,1,1,0,0,0,0,0,0,1,0,1,1,1,3,1,0,0,2,1,0,2,0,0,3,0,1",2,-21,636.0,3180
1356,"3,2,1,1,0,3,0,1,1,3,1,0,1,1,0,0,0,0,2,0,0,3,2,3,1,1,0,2",2,-21,637.0,3185
1357,"5,2,1,1,0,0,1,1,0,3,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,1,2,1",2,-24,638.0,3190
1358,"1,3,1,1,0,3,0,1,0,4,1,0,1,0,1,0,1,0,4,2,0,3,1,0,1,2,2,2",2,-21,639.0,3195
1359,"5,3,1,1,0,0,1,2,1,0,0,0,1,1,0,3,0,0,5,1,0,1,0,2,2,1,5,0",2,-19,640.0,3200
1360,"4,2,1,1,0,2,0,0,0,0,1,0,1,1,1,2,0,0,1,2,0,3,1,2,3,2,2,1",2,-25,641.0,3205
1361,"2,2,1,0,0,0,0,0,1,4,1,0,1,1,1,1,1,1,4,2,0,2,0,0,1,1,3,1",2,-21,642.0,3210
1362,"1,3,1,0,0,0,1,1,0,3,1,0,1,1,0,3,1,0,4,0,0,1,2,0,1,3,2,0",2,-22,643.0,3215
1363,"0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,3,2,3,2,0,2,1",2,-19,644.0,3220
1364,"5,0,1,1,0,1,0,1,1,4,1,0,3,1,1,3,1,0,0,0,1,3,3,0,1,1,0,2",2,-19,645.0,3225
1365,"4,0,1,1,0,0,1,0,1,4,1,0,1,1,1,3,0,0,2,1,0,3,2,2,0,1,2,1",2,-19,646.0,3230
1366,"4,0,1,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,5,2,0,1,0,2,0,1,5,0",2,-18,647.0,3235
1367,"1,0,1,1,0,0,1,0,0,4,0,0,0,1,0,2,1,0,2,0,0,3,1,0,0,0,2,2",2,-16,648.0,3240
1368,"2,0,1,0,0,0,0,2,0,4,1,0,3,1,0,1,1,1,4,2,1,3,3,0,1,0,5,0",2,-17,649.0,3245
1369,"0,2,1,1,0,1,1,1,0,4,0,0,0,1,0,0,0,0,2,0,0,2,1,1,1,1,1,2",2,-14,650.0,3250
1370,"4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,2,0,1,0,0,0,3,2,1",2,-15,651.0,3255
1371,"2,0,1,0,0,0,0,3,1,4,0,0,0,1,0,1,1,0,1,2,0,3,3,3,2,1,3,0",2,-14,652.0,3260
1372,"1,2,1,1,0,0,0,0,1,4,1,0,1,1,1,0,1,0,0,0,0,0,3,1,0,1,2,1",2,-17,653.0,3265
1373,"1,1,1,1,0,1,0,1,0,4,0,0,0,1,1,2,0,0,1,2,1,1,3,0,3,0,2,1",2,-21,654.0,3270
1374,"2,1,1,0,0,0,0,1,0,4,1,0,0,1,1,3,1,0,5,1,0,3,1,2,0,1,1,0",2,-19,655.0,3275
1375,"2,2,1,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,4,2,1,2,0,0,3,2,4,2",2,-20,656.0,3280
1376,"1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,1,1,0,0,2,0,1,1,0,2,1,2,2",2,-16,657.0,3285
1377,"0,2,1,0,0,3,0,1,1,4,0,0,1,0,0,0,1,1,5,0,0,1,0,1,0,0,5,0",2,-13,658.0,3290
1378,"0,3,1,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,4,0,1,2,2,2,2,2,2,1",2,-13,659.0,3295
1379,"4,1,1,1,0,0,0,0,0,4,0,0,1,1,0,2,1,0,4,2,0,3,0,2,0,1,2,2",2,-17,660.0,3300
1380,"0,0,1,0,0,1,0,0,1,4,1,0,1,1,0,0,0,0,4,2,0,3,3,2,0,0,0,1",2,-15,661.0,3305
1381,"2,1,1,0,0,3,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,1,3,0,1,1,1",2,-14,662.0,3310
1382,"5,2,1,1,0,0,0,3,1,0,1,0,3,1,1,2,1,1,0,0,1,3,2,2,3,1,5,1",2,-18,663.0,3315
1383,"0,3,1,1,0,1,1,0,1,4,1,0,0,0,0,2,1,0,2,0,0,2,1,1,3,0,3,1",2,-21,664.0,3320
1384,"4,1,1,1,0,3,0,2,0,4,0,0,2,1,0,2,0,0,2,2,0,3,1,3,0,1,1,0",2,-17,665.0,3325
1385,"1,3,1,1,0,0,1,1,1,4,1,0,1,1,1,3,0,0,3,0,0,3,0,0,0,1,2,2",2,-15,666.0,3330
1386,"2,2,1,1,0,3,1,1,0,4,1,0,3,1,1,2,1,0,4,2,1,1,2,3,1,1,2,2",2,-17,667.0,3335
1387,"5,2,1,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,5,0,1,2,3,0,3,0,5,1",2,-18,668.0,3340
1388,"0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,1,1,4,0,0,2,0,2,3,3,5,2",2,-20,669.0,3345
1389,"3,3,1,1,0,1,1,1,0,4,1,0,1,1,0,1,1,0,4,2,1,1,1,1,2,1,5,2",2,-21,670.0,3350
1390,"2,0,1,1,0,0,1,1,0,4,1,0,1,1,0,0,1,1,0,0,0,2,0,1,0,2,4,1",2,-22,671.0,3355
1391,"4,3,1,0,0,1,1,1,0,4,1,0,3,0,1,3,0,1,0,2,0,2,3,2,2,1,0,1",2,-21,672.0,3360
1392,"0,2,1,0,0,1,1,0,1,0,0,0,2,1,0,3,0,0,5,2,0,3,2,2,2,1,0,1",2,-23,673.0,3365
1393,"4,2,1,1,0,1,0,3,0,0,0,0,0,1,1,2,1,0,5,2,1,3,1,1,0,3,5,0",2,-22,674.0,3370
1394,"4,2,1,1,0,1,1,1,0,0,1,0,0,1,0,3,1,2,0,2,0,3,0,2,0,2,2,1",2,-18,675.0,3375
1395,"4,0,1,1,0,1,1,0,1,4,1,0,3,1,0,1,1,1,0,2,1,2,3,0,2,0,0,2",2,-17,676.0,3380
1396,"3,1,1,1,0,1,0,2,1,0,1,0,3,1,1,2,1,0,1,2,0,0,3,1,2,1,4,0",2,-19,677.0,3385
1397,"2,3,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,1",2,-15,678.0,3390
1398,"4,0,1,1,0,3,0,2,0,0,0,0,1,0,1,2,1,0,2,0,0,1,2,3,0,1,4,1",2,-14,679.0,3395
1399,"4,1,1,0,0,0,0,3,1,4,0,0,1,0,0,1,1,0,4,2,0,3,0,3,0,1,5,1",2,-15,680.0,3400
1400,"0,1,1,1,0,1,0,0,1,2,1,0,1,1,0,0,0,0,2,0,0,3,2,1,1,0,5,2",2,-18,681.0,3405
1401,"3,0,1,0,0,2,1,0,1,0,1,0,1,0,1,2,1,0,2,0,0,0,0,2,1,2,1,1",2,-19,682.0,3410
1402,"2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,0,0,2,1,3,3,0,2,1",2,-15,683.0,3415
1403,"4,3,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,4,2,0,2,2,3,1,0,2,1",2,-17,684.0,3420
1404,"3,0,1,1,0,1,0,1,1,0,1,0,0,1,0,3,0,0,5,0,0,3,2,0,1,1,3,2",2,-15,685.0,3425
1405,"4,1,1,0,0,3,1,0,0,0,1,0,0,0,1,3,0,1,4,2,0,2,0,0,2,2,0,2",2,-15,686.0,3430
1406,"5,0,1,1,0,0,1,2,1,4,1,0,0,1,0,2,1,0,4,0,0,2,2,2,2,1,2,0",2,-16,687.0,3435
1407,"4,1,1,0,0,0,1,1,1,0,0,0,1,1,0,3,1,0,4,0,0,2,0,0,1,1,4,2",2,-16,688.0,3440
1408,"1,2,1,1,0,3,0,0,1,0,0,0,1,1,0,3,0,0,4,0,0,2,1,0,2,2,5,2",2,-17,689.0,3445
1409,"1,3,1,1,0,0,0,0,1,3,0,0,0,1,1,3,1,0,3,0,1,1,0,1,1,3,5,1",2,-17,690.0,3450
1410,"4,2,1,1,0,2,0,1,1,4,0,0,1,0,0,1,0,0,5,2,0,2,2,0,3,0,0,1",2,-16,691.0,3455
1411,"1,0,1,1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,1,2,3,0,1,4,1",2,-14,692.0,3460
1412,"4,0,1,1,0,0,0,0,0,4,1,0,3,0,1,2,0,0,2,2,0,2,2,2,1,2,3,0",2,-13,693.0,3465
1413,"4,3,1,0,0,2,0,1,0,4,1,0,0,0,1,2,1,0,2,2,0,1,0,1,0,1,4,0",2,-12,694.0,3470
1414,"4,3,1,0,0,3,0,1,1,4,0,0,0,0,1,2,0,0,0,1,0,0,1,3,0,0,0,0",2,-13,695.0,3475
1415,"0,0,1,0,0,3,0,1,1,4,1,0,0,0,1,2,1,0,2,0,0,3,0,2,2,2,2,1",2,-13,696.0,3480
1416,"4,2,1,1,0,0,1,1,0,3,1,0,1,0,1,1,1,0,2,0,0,0,2,1,0,2,3,2",2,-12,697.0,3485
1417,"4,0,1,1,0,3,0,0,1,0,1,0,1,0,1,1,0,0,4,1,0,2,3,0,2,3,3,1",2,-13,698.0,3490
1418,"5,3,1,1,0,1,1,1,1,1,0,0,1,1,1,3,1,0,4,0,1,2,1,3,1,2,2,0",2,-12,699.0,3495
1419,"4,0,1,1,0,0,0,3,1,4,0,0,1,0,1,3,0,0,1,2,1,0,3,1,3,1,2,1",2,-14,700.0,3500
1420,"4,3,1,1,0,2,1,3,0,0,1,0,0,0,1,1,0,0,4,2,0,2,0,2,1,1,5,1",2,-12,701.0,3505
1421,"0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,5,1,0,2,0,3,0,1,4,1",2,-12,702.0,3510
1422,"2,1,1,1,0,2,1,1,1,2,0,0,3,1,0,3,0,1,2,1,1,3,2,2,0,1,3,1",2,-13,703.0,3515
1423,"4,1,1,1,0,3,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,4,1",2,-13,704.0,3520
1424,"4,0,1,1,0,0,1,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1",2,-12,705.0,3525
1425,"2,2,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,3,2,3,1,1,4,2",2,-12,706.0,3530
1426,"4,2,1,0,0,1,0,1,1,0,0,0,1,1,1,3,0,0,1,2,0,1,3,3,3,2,3,0",2,-12,707.0,3535
1427,"4,0,1,0,0,2,1,3,0,2,1,0,0,0,0,3,0,0,1,2,0,3,2,2,0,2,0,2",2,-12,708.0,3540
1428,"4,0,1,1,0,3,0,0,0,0,1,0,3,1,1,1,1,0,2,2,0,0,2,2,1,1,2,2",2,-12,709.0,3545
1429,"1,1,1,0,0,1,1,3,1,4,1,0,0,1,0,3,0,0,2,2,1,0,0,1,1,1,2,1",2,-12,710.0,3550
1430,"4,0,1,1,0,1,1,2,0,4,1,0,3,1,1,1,0,1,4,2,1,2,0,2,2,1,4,2",2,-12,711.0,3555
1431,"2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,4,1,0,0,0,2,2,2,5,0",2,-12,712.0,3560
1432,"3,1,1,0,0,2,1,0,1,4,1,0,3,1,0,2,0,0,4,0,0,3,2,2,2,3,0,1",2,-12,713.0,3565
1433,"3,0,1,0,0,2,1,0,0,4,1,0,0,0,1,3,1,1,4,2,0,1,3,1,0,1,1,0",2,-12,714.0,3570
1434,"4,0,1,0,0,1,0,2,0,4,1,0,0,1,1,3,1,1,4,2,1,2,0,3,0,3,2,1",2,-12,715.0,3575
1435,"4,2,1,1,0,1,0,2,1,0,0,0,3,0,1,2,1,0,4,0,0,0,3,3,0,1,5,2",2,-12,716.0,3580
1436,"4,3,1,1,0,3,1,1,1,4,0,0,2,1,1,2,0,0,4,1,0,0,3,2,0,0,4,0",2,-12,717.0,3585
1437,"3,3,1,0,0,1,0,0,1,3,1,0,0,1,0,3,1,0,4,1,0,0,0,0,0,3,3,1",2,-12,718.0,3590
1438,"1,3,1,1,0,1,1,1,1,0,1,0,0,1,1,3,1,1,5,0,1,2,3,0,2,1,1,1",2,-12,719.0,3595
1439,"1,3,1,1,0,1,1,3,1,0,1,0,1,0,0,2,0,0,4,2,0,3,2,1,2,2,2,1",2,-11,720.0,3600
1440,"3,2,1,0,0,0,1,1,1,0,0,0,1,0,0,3,1,0,4,1,0,0,0,0,3,0,0,2",3,0,1.0,5
1441,"0,3,1,1,0,0,1,3,0,1,0,0,0,1,1,3,0,0,1,2,0,0,2,3,1,1,3,0",3,0,2.0,10
1442,"3,1,1,1,0,1,1,2,0,1,0,0,0,0,0,2,1,0,5,0,0,0,1,3,0,1,4,0",3,0,3.0,15
1443,"4,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,2,2,0,0,2,1",3,-1,4.0,20
1444,"4,0,0,1,0,2,1,3,1,0,1,0,1,0,0,1,0,0,2,0,0,3,0,1,3,1,5,1",3,-1,5.0,25
1445,"4,0,1,1,0,3,1,1,0,0,1,0,0,0,0,1,0,1,4,2,0,1,0,0,1,1,5,2",3,-1,6.0,30
1446,"4,2,1,1,0,3,1,0,0,4,0,0,1,0,0,0,0,2,4,1,0,1,0,1,2,3,0,2",3,-1,7.0,35
1447,"4,2,1,1,0,3,1,0,0,1,1,0,1,1,0,2,1,0,4,2,1,0,2,0,3,2,4,1",3,-2,8.0,40
1448,"4,3,1,1,0,0,0,3,1,4,0,0,0,1,1,2,0,1,4,0,0,0,0,2,0,3,4,2",3,-1,9.0,45
1449,"4,0,0,0,0,3,1,0,1,4,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,0,4,1",3,-2,10.0,50
1450,"0,3,0,1,0,0,0,3,0,4,1,0,0,1,1,1,1,2,4,2,0,0,1,0,0,3,0,1",3,-2,11.0,55
1451,"4,3,0,1,0,2,0,1,1,3,1,0,1,1,1,2,0,0,5,2,0,2,0,1,3,1,4,1",3,-2,12.0,60
1452,"3,1,0,1,0,1,0,0,0,4,0,0,1,0,1,3,0,0,4,1,0,2,2,0,2,3,5,1",3,-1,13.0,65
1453,"0,1,1,1,0,3,1,1,1,1,0,0,1,1,0,1,0,0,5,2,1,2,1,0,2,3,0,1",3,-2,14.0,70
1454,"1,2,1,1,0,2,1,1,0,0,1,0,1,1,0,3,1,1,5,1,0,3,0,2,1,0,4,1",3,-2,15.0,75
1455,"0,3,1,0,0,1,1,0,1,4,1,0,1,0,0,1,1,1,4,2,1,3,0,0,2,3,5,1",3,-1,16.0,80
1456,"3,0,0,0,0,0,1,2,1,1,1,0,0,0,0,2,0,0,4,2,0,0,2,2,0,2,5,1",3,-1,17.0,85
1457,"4,2,0,1,0,3,1,0,0,0,1,0,1,0,1,1,0,1,5,0,1,1,1,1,0,1,0,0",3,-3,18.0,90
1458,"4,0,1,1,0,3,0,0,0,4,1,0,0,0,0,0,0,1,4,2,0,0,2,3,0,3,5,0",3,-4,19.0,95
1459,"3,1,1,0,0,0,0,1,1,0,0,0,1,1,1,3,0,0,5,2,0,3,1,1,0,3,2,2",3,-3,20.0,100
1460,"0,2,0,1,0,3,1,0,0,4,1,0,1,1,1,1,0,0,0,0,0,3,1,3,3,3,3,1",3,-3,21.0,105
1461,"4,3,1,0,0,1,1,0,1,3,1,0,1,1,1,3,0,0,4,0,0,3,2,1,2,1,2,1",3,-4,22.0,110
1462,"4,0,1,0,0,0,1,1,0,4,1,0,0,1,0,2,1,0,4,0,0,0,1,0,2,0,1,1",3,-4,23.0,115
1463,"0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,3,1,0,1,0,3,2,1,2,1",3,-6,24.0,120
1464,"4,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,0,1,2,0,3,0,1,3,2,2,2",3,-3,25.0,125
1465,"2,0,1,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,4,2,0,1,1,1,0,2,1,2",3,-5,26.0,130
1466,"4,0,1,1,0,2,1,0,0,0,1,0,1,0,1,1,0,0,4,0,0,1,3,3,0,3,0,2",3,-4,27.0,135
1467,"1,3,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,5,2,1,2,0,0,0,1,3,1",3,-4,28.0,140
1468,"5,0,0,0,0,2,0,1,0,2,0,0,3,1,0,3,0,2,4,0,0,0,3,2,3,0,0,0",3,-5,29.0,145
1469,"4,0,0,1,0,1,1,1,0,4,1,0,1,1,1,1,0,0,4,1,1,2,0,2,0,3,0,1",3,-6,30.0,150
1470,"1,2,0,1,0,3,1,3,1,0,1,0,3,0,0,1,1,0,4,2,0,3,3,0,0,2,3,1",3,-5,31.0,155
1471,"4,3,1,1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,4,1",3,-3,32.0,160
1472,"5,2,1,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,3,0,3,3,2,0,1",3,-8,33.0,165
1473,"2,1,1,1,0,0,0,1,1,4,0,0,2,1,1,3,1,1,4,2,1,1,2,2,0,3,0,2",3,-7,34.0,170
1474,"3,1,0,1,0,0,1,3,0,0,1,0,1,1,0,2,0,0,4,0,0,1,3,2,0,0,2,1",3,-7,35.0,175
1475,"4,0,0,0,0,2,1,3,0,2,1,0,0,0,1,0,1,1,4,1,0,1,0,3,0,2,0,0",3,-8,36.0,180
1476,"2,2,1,0,0,3,0,1,1,2,0,0,2,1,0,3,1,0,0,1,0,3,0,3,0,3,0,1",3,-10,37.0,185
1477,"3,2,0,0,0,3,1,1,0,4,1,0,0,1,1,0,1,0,4,0,0,3,0,0,0,3,4,0",3,-9,38.0,190
1478,"0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,4,2,0,0,1,0,3,1,4,0",3,-4,39.0,195
1479,"5,2,1,0,0,0,0,1,1,4,1,0,1,1,1,0,1,0,4,0,0,0,0,2,1,2,0,0",3,-2,40.0,200
1480,"3,1,1,1,0,1,0,1,0,4,1,0,0,1,1,0,1,0,4,1,0,3,3,1,1,1,0,1",3,-6,41.0,205
1481,"3,1,1,1,0,3,1,0,1,0,1,0,0,1,0,2,1,0,4,1,0,3,0,3,2,3,5,1",3,-5,42.0,210
1482,"2,3,0,0,0,3,0,1,0,1,0,0,0,0,0,3,0,1,4,1,0,2,3,3,0,1,4,1",3,-6,43.0,215
1483,"5,3,0,0,0,2,1,0,1,4,0,0,1,1,0,1,0,0,4,2,0,0,1,3,0,3,5,1",3,-8,44.0,220
1484,"5,0,1,1,0,2,0,1,0,4,0,0,0,1,0,3,1,0,4,2,0,0,0,0,3,2,5,1",3,-5,45.0,225
1485,"0,2,1,1,0,3,0,1,0,2,0,0,1,0,1,3,1,1,4,0,0,0,0,2,3,2,0,1",3,-4,46.0,230
1486,"0,3,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,4,0,1,1,0,0,0,2,2,0",3,-3,47.0,235
1487,"3,3,0,1,0,0,1,0,0,3,0,0,0,1,1,2,1,1,4,2,0,2,1,3,0,2,2,1",3,-4,48.0,240
1488,"5,3,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,4,2,0,3,0,0,0,1,2,0",3,-5,49.0,245
1489,"4,0,0,1,0,0,1,1,1,4,1,0,1,0,1,2,1,1,4,2,1,0,0,2,2,3,2,1",3,-5,50.0,250
1490,"0,0,1,0,0,3,1,1,1,0,0,0,1,0,0,3,0,1,4,0,0,3,1,1,2,0,0,1",3,-3,51.0,255
1491,"4,1,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,4,2,0,2,0,2,0,1,0,0",3,-3,52.0,260
1492,"5,3,1,1,0,3,1,1,1,0,1,0,1,0,1,1,0,1,4,0,0,0,1,2,0,1,2,1",3,-5,53.0,265
1493,"4,1,1,0,0,1,0,1,0,4,1,0,1,0,0,1,0,0,4,1,0,0,0,2,0,0,4,1",3,-7,54.0,270
1494,"3,1,1,0,0,2,1,1,1,3,0,0,3,1,1,0,0,1,4,0,0,1,0,0,0,3,0,0",3,-3,55.0,275
