,arrival_sec,depart_sec,duration_sec,episode,id,wait_sec,wait_step
2774,981.00,876.00,105.00,4,f:2_3.25,17.40,2
2775,981.00,854.00,127.00,4,f:2_1.23,63.32,34
2776,983.00,66.00,917.00,4,f:0_0.6,841.54,808
2777,985.00,876.00,109.00,4,f:2_2.25,33.43,2
2778,987.00,865.00,122.00,4,f:2_2.24,61.08,41
2779,992.00,911.00,81.00,4,f:3_9.1,15.57,4
2780,995.00,900.00,95.00,4,f:3_2.0,24.46,4
2781,996.00,888.00,108.00,4,f:2_3.26,32.03,3
2782,998.00,899.00,99.00,4,f:2_2.27,22.71,1
2783,1002.00,599.00,403.00,4,f:1_3.27,319.47,295
2784,1005.00,900.00,105.00,4,f:3_3.0,26.12,5
2785,1006.00,922.00,84.00,4,f:3_2.2,17.60,1
2786,1006.00,899.00,107.00,4,f:2_3.27,30.98,4
2787,1010.00,911.00,99.00,4,f:3_3.1,29.35,6
2788,1020.00,900.00,120.00,4,f:3_1.0,53.94,34
2789,1021.00,900.00,121.00,4,f:3_9.0,63.98,49
2790,1025.00,922.00,103.00,4,f:3_9.2,33.49,13
2791,1026.00,922.00,104.00,4,f:3_3.2,13.65,0
2792,1027.00,944.00,83.00,4,f:3_9.4,23.89,0
2793,1028.00,944.00,84.00,4,f:3_2.4,28.33,13
2794,1031.00,599.00,432.00,4,f:1_0.27,251.03,213
2795,1032.00,933.00,99.00,4,f:3_3.3,17.36,2
2796,1034.00,766.00,268.00,4,f:2_1.15,200.48,178
2797,1035.00,955.00,80.00,4,f:3_2.5,21.66,6
2798,1042.00,888.00,154.00,4,f:2_1.26,84.34,69
2799,1045.00,955.00,90.00,4,f:3_1.5,11.19,0
2800,1047.00,933.00,114.00,4,f:3_9.3,51.43,24
2801,1049.00,911.00,138.00,4,f:3_2.1,54.94,39
2802,1049.00,955.00,94.00,4,f:3_9.5,31.82,12
2803,1051.00,933.00,118.00,4,f:3_2.3,34.47,9
2804,1051.00,966.00,85.00,4,f:3_9.6,23.70,7
2805,1052.00,944.00,108.00,4,f:3_3.4,32.63,5
2806,1052.00,688.00,364.00,4,f:2_7.8,257.03,229
2807,1056.00,966.00,90.00,4,f:3_1.6,25.12,12
2808,1064.00,922.00,142.00,4,f:3_1.2,22.90,5
2809,1068.00,977.00,91.00,4,f:3_9.7,27.48,10
2810,1071.00,977.00,94.00,4,f:3_2.7,25.64,2
2811,1071.00,955.00,116.00,4,f:3_3.5,17.10,1
2812,1073.00,11.00,1062.00,4,f:0_1.1,1007.75,965
2813,1076.00,933.00,143.00,4,f:3_1.3,49.48,27
2814,1076.00,977.00,99.00,4,f:3_3.7,14.01,1
2815,1078.00,1021.00,57.00,4,f:3_2.11,8.92,0
2816,1082.00,988.00,94.00,4,f:3_9.8,15.56,2
2817,1084.00,999.00,85.00,4,f:3_2.9,22.14,0
2818,1086.00,988.00,98.00,4,f:3_3.8,17.55,0
2819,1088.00,710.00,378.00,4,f:2_7.10,298.36,264
2820,1091.00,1010.00,81.00,4,f:3_3.10,17.47,0
2821,1093.00,999.00,94.00,4,f:3_9.9,34.97,20
2822,1094.00,1010.00,84.00,4,f:3_2.10,15.16,0
2823,1095.00,999.00,96.00,4,f:3_1.9,37.43,23
2824,1098.00,999.00,99.00,4,f:3_3.9,14.21,1
2825,1099.00,1010.00,89.00,4,f:3_9.10,18.26,3
2826,1104.00,966.00,138.00,4,f:3_2.6,68.80,49
2827,1104.00,710.00,394.00,4,f:2_5.10,289.95,270
2828,1107.00,988.00,119.00,4,f:3_1.8,28.23,4
2829,1109.00,832.00,277.00,4,f:2_5.21,206.83,186
2830,1112.00,721.00,391.00,4,f:2_5.11,312.56,270
2831,1114.00,744.00,370.00,4,f:2_5.13,290.79,255
2832,1115.00,1021.00,94.00,4,f:3_1.11,33.87,14
2833,1117.00,699.00,418.00,4,f:2_7.9,305.82,270
2834,1117.00,755.00,362.00,4,f:2_5.14,282.51,246
2835,1121.00,1021.00,100.00,4,f:3_3.11,16.52,0
2836,1122.00,999.00,123.00,4,f:3_5.9,38.55,19
2837,1123.00,843.00,280.00,4,f:2_5.22,201.65,171
2838,1125.00,1010.00,115.00,4,f:3_5.10,32.80,4
2839,1126.00,1032.00,94.00,4,f:3_1.12,24.75,9
2840,1126.00,1032.00,94.00,4,f:3_9.12,18.80,3
2841,1126.00,988.00,138.00,4,f:3_5.8,61.58,35
2842,1127.00,821.00,306.00,4,f:2_1.20,245.60,223
2843,1127.00,1032.00,95.00,4,f:3_3.12,12.94,0
2844,1129.00,99.00,1030.00,4,f:0_0.9,949.82,902
2845,1129.00,721.00,408.00,4,f:2_7.11,302.69,261
2846,1135.00,1032.00,103.00,4,f:3_2.12,16.75,1
2847,1135.00,1044.00,91.00,4,f:3_3.13,21.01,1
2848,1136.00,1021.00,115.00,4,f:3_9.11,52.00,35
2849,1140.00,1044.00,96.00,4,f:3_9.13,25.71,10
2850,1142.00,1055.00,87.00,4,f:3_3.14,19.99,1
2851,1144.00,1010.00,134.00,4,f:3_1.10,28.69,8
2852,1148.00,1055.00,93.00,4,f:3_9.14,24.90,7
2853,1152.00,1066.00,86.00,4,f:3_3.15,11.84,0
2854,1154.00,1099.00,55.00,4,f:3_2.18,8.26,0
2855,1156.00,1032.00,124.00,4,f:3_5.12,25.08,6
2856,1157.00,955.00,202.00,4,f:3_0.5,21.20,6
2857,1158.00,1021.00,137.00,4,f:3_5.11,50.05,18
2858,1159.00,1077.00,82.00,4,f:3_3.16,9.26,0
2859,1160.00,1044.00,116.00,4,f:3_2.13,33.82,12
2860,1162.00,1055.00,107.00,4,f:3_5.14,28.48,4
2861,1167.00,988.00,179.00,4,f:3_8.8,14.71,4
2862,1169.00,1044.00,125.00,4,f:3_5.13,41.14,9
2863,1170.00,1055.00,115.00,4,f:3_2.14,28.05,12
2864,1170.00,1066.00,104.00,4,f:3_9.15,29.10,14
2865,1171.00,1099.00,72.00,4,f:3_9.18,21.62,2
2866,1174.00,1077.00,97.00,4,f:3_5.16,27.36,1
2867,1176.00,1088.00,88.00,4,f:3_9.17,26.85,7
2868,1177.00,1044.00,133.00,4,f:3_7.13,35.93,0
2869,1179.00,1077.00,102.00,4,f:3_1.16,35.72,19
2870,1180.00,1066.00,114.00,4,f:3_1.15,26.47,3
2871,1185.00,755.00,430.00,4,f:2_7.14,336.16,322
2872,1186.00,1077.00,109.00,4,f:3_2.16,35.86,19
2873,1187.00,666.00,521.00,4,f:1_2.3,437.30,415
2874,1189.00,1099.00,90.00,4,f:3_3.18,19.23,4
2875,1191.00,1088.00,103.00,4,f:3_2.17,45.72,10
2876,1194.00,1088.00,106.00,4,f:3_3.17,21.66,0
2877,1195.00,1044.00,151.00,4,f:3_1.13,41.58,10
2878,1198.00,843.00,355.00,4,f:2_1.22,291.20,270
2879,1198.00,1066.00,132.00,4,f:3_5.15,41.21,21
2880,1199.00,821.00,378.00,4,f:2_7.20,227.96,197
2881,1200.00,588.00,612.00,4,f:1_0.26,466.85,429
2882,1201.00,1110.00,91.00,4,f:3_3.19,18.33,0
2883,1202.00,1099.00,103.00,4,f:3_5.18,18.63,6
2884,1206.00,1088.00,118.00,4,f:3_1.17,25.13,5
2885,1206.00,810.00,396.00,4,f:2_7.19,290.34,267
2886,1208.00,1110.00,98.00,4,f:3_9.19,32.77,17
2887,1209.00,1055.00,154.00,4,f:3_1.14,48.13,3
2888,1210.00,1121.00,89.00,4,f:3_9.20,25.05,6
2889,1211.00,1088.00,123.00,4,f:3_5.17,44.60,24
2890,1214.00,1110.00,104.00,4,f:3_5.19,26.29,9
2891,1216.00,1121.00,95.00,4,f:3_5.20,24.45,2
2892,1217.00,1132.00,85.00,4,f:3_9.21,19.00,6
2893,1218.00,1121.00,97.00,4,f:3_1.20,39.87,26
2894,1219.00,966.00,253.00,4,f:3_8.6,78.45,69
2895,1220.00,1077.00,143.00,4,f:3_9.16,58.69,34
2896,1223.00,1121.00,102.00,4,f:3_3.20,13.76,0
2897,1229.00,1121.00,108.00,4,f:3_2.20,19.20,3
2898,1231.00,1143.00,88.00,4,f:3_9.22,28.42,12
2899,1233.00,1154.00,79.00,4,f:3_9.23,19.72,2
2900,1241.00,1132.00,109.00,4,f:3_3.21,28.11,13
2901,1242.00,999.00,243.00,4,f:3_0.9,54.48,41
2902,1244.00,1132.00,112.00,4,f:3_5.21,34.35,11
2903,1245.00,510.00,735.00,4,f:1_0.19,562.44,512
2904,1247.00,1143.00,104.00,4,f:3_3.22,12.82,0
2905,1249.00,1165.00,84.00,4,f:3_9.24,25.24,9
2906,1250.00,1188.00,62.00,4,f:3_1.26,8.06,1
2907,1256.00,876.00,380.00,4,f:2_5.25,197.53,159
2908,1257.00,1188.00,69.00,4,f:3_3.26,9.52,0
2909,1258.00,1176.00,82.00,4,f:3_2.25,20.59,10
2910,1260.00,1132.00,128.00,4,f:3_7.21,25.78,3
2911,1261.00,1110.00,151.00,4,f:3_1.19,37.97,9
2912,1263.00,1176.00,87.00,4,f:3_9.25,25.04,12
2913,1266.00,1143.00,123.00,4,f:3_1.22,31.47,3
2914,1271.00,1154.00,117.00,4,f:3_3.23,26.21,0
2915,1272.00,900.00,372.00,4,f:3_5.0,48.25,4
2916,1274.00,977.00,297.00,4,f:3_0.7,48.34,2
2917,1279.00,1165.00,114.00,4,f:3_3.24,28.34,4
2918,1281.00,666.00,615.00,4,f:2_0.6,358.71,328
2919,1281.00,1143.00,138.00,4,f:3_5.22,59.21,19
2920,1283.00,1200.00,83.00,4,f:4_10.0,19.18,2
2921,1284.00,1188.00,96.00,4,f:3_9.26,26.63,7
2922,1287.00,1200.00,87.00,4,f:4_11.0,26.00,8
2923,1288.00,1176.00,112.00,4,f:3_5.25,43.58,5
2924,1289.00,1222.00,67.00,4,f:4_11.2,19.31,6
2925,1294.00,1199.00,95.00,4,f:3_5.27,21.91,0
2926,1295.00,1176.00,119.00,4,f:3_3.25,30.59,7
2927,1296.00,1211.00,85.00,4,f:4_3.1,24.09,0
2928,1298.00,1199.00,99.00,4,f:3_9.27,30.16,8
2929,1299.00,1088.00,211.00,4,f:3_0.17,25.97,8
2930,1299.00,1154.00,145.00,4,f:3_7.23,36.46,0
2931,1303.00,1176.00,127.00,4,f:3_1.25,58.96,38
2932,1303.00,1188.00,115.00,4,f:3_5.26,34.83,5
2933,1303.00,1176.00,127.00,4,f:3_7.25,44.08,8
2934,1305.00,1222.00,83.00,4,f:4_3.2,12.92,1
2935,1306.00,1211.00,95.00,4,f:4_9.1,37.35,21
2936,1306.00,977.00,329.00,4,f:3_1.7,209.36,174
2937,1309.00,1077.00,232.00,4,f:3_0.16,46.36,25
2938,1310.00,1199.00,111.00,4,f:3_2.27,45.98,11
2939,1311.00,1200.00,111.00,4,f:4_3.0,37.05,3
2940,1311.00,1154.00,157.00,4,f:3_5.23,40.31,9
2941,1312.00,1200.00,112.00,4,f:4_5.0,46.60,0
2942,1313.00,1222.00,91.00,4,f:4_9.2,25.85,3
2943,1318.00,1200.00,118.00,4,f:4_2.0,27.58,2
2944,1318.00,1165.00,153.00,4,f:3_5.24,65.86,18
2945,1322.00,1199.00,123.00,4,f:3_3.27,27.97,5
2946,1325.00,1143.00,182.00,4,f:3_2.22,91.54,56
2947,1326.00,1121.00,205.00,4,f:3_0.20,43.58,26
2948,1327.00,1211.00,116.00,4,f:4_11.1,60.46,36
2949,1329.00,1154.00,175.00,4,f:3_2.23,79.07,40
2950,1329.00,1255.00,74.00,4,f:4_9.5,10.42,0
2951,1331.00,1211.00,120.00,4,f:4_2.1,39.44,8
2952,1331.00,1233.00,98.00,4,f:4_5.3,25.72,7
2953,1336.00,1255.00,81.00,4,f:4_11.5,17.88,4
2954,1337.00,1199.00,138.00,4,f:3_1.27,43.10,6
2955,1337.00,1165.00,172.00,4,f:3_7.24,76.81,27
2956,1339.00,1211.00,128.00,4,f:4_5.1,43.77,8
2957,1340.00,1211.00,129.00,4,f:4_10.1,61.82,40
2958,1340.00,1233.00,107.00,4,f:4_11.3,47.92,21
2959,1341.00,1233.00,108.00,4,f:4_10.3,51.63,21
2960,1342.00,1244.00,98.00,4,f:4_2.4,24.40,4
2961,1342.00,1244.00,98.00,4,f:4_11.4,39.86,15
2962,1342.00,1200.00,142.00,4,f:4_7.0,45.05,11
2963,1343.00,1233.00,110.00,4,f:4_3.3,23.92,2
2964,1347.00,1288.00,59.00,4,f:4_11.8,13.47,0
2965,1351.00,1266.00,85.00,4,f:4_3.6,14.30,0
2966,1356.00,1132.00,224.00,4,f:3_1.21,122.96,66
2967,1356.00,1222.00,134.00,4,f:4_10.2,62.37,28
2968,1356.00,1266.00,90.00,4,f:4_9.6,23.10,10
2969,1357.00,1244.00,113.00,4,f:4_3.4,24.22,0
2970,1358.00,1244.00,114.00,4,f:4_10.4,26.72,10
2971,1361.00,1255.00,106.00,4,f:4_10.5,33.77,11
2972,1364.00,1255.00,109.00,4,f:4_5.5,35.52,6
2973,1364.00,1277.00,87.00,4,f:4_10.7,28.32,15
2974,1365.00,1200.00,165.00,4,f:4_9.0,98.54,85
2975,1368.00,1288.00,80.00,4,f:4_2.8,17.43,6
2976,1369.00,1233.00,136.00,4,f:4_9.3,61.77,45
2977,1370.00,1310.00,60.00,4,f:4_11.10,17.56,0
2978,1370.00,1255.00,115.00,4,f:4_3.5,23.10,0
2979,1371.00,1200.00,171.00,4,f:4_1.0,68.06,13
2980,1373.00,1222.00,151.00,4,f:4_7.2,47.81,20
2981,1374.00,1277.00,97.00,4,f:4_9.7,35.45,19
2982,1375.00,1266.00,109.00,4,f:4_11.6,54.23,36
2983,1376.00,1154.00,222.00,4,f:3_1.23,75.23,45
2984,1377.00,1288.00,89.00,4,f:4_10.8,39.28,18
2985,1377.00,1255.00,122.00,4,f:4_2.5,38.51,15
2986,1377.00,1244.00,133.00,4,f:4_5.4,53.58,14
2987,1378.00,1277.00,101.00,4,f:4_5.7,30.13,1
2988,1378.00,1244.00,134.00,4,f:4_9.4,30.14,1
2989,1378.00,1255.00,123.00,4,f:4_7.5,39.84,6
2990,1379.00,88.00,1291.00,4,f:0_1.8,1213.22,1176
2991,1380.00,1299.00,81.00,4,f:4_1.9,20.51,0
2992,1380.00,1277.00,103.00,4,f:4_3.7,20.01,0
2993,1382.00,1233.00,149.00,4,f:4_2.3,61.24,18
2994,1382.00,1266.00,116.00,4,f:4_10.6,51.37,35
2995,1383.00,110.00,1273.00,4,f:0_1.10,1176.79,1153
2996,1384.00,777.00,607.00,4,f:2_7.16,523.17,471
2997,1386.00,1288.00,98.00,4,f:4_1.8,17.08,5
2998,1387.00,1255.00,132.00,4,f:4_1.5,42.16,3
2999,1390.00,1110.00,280.00,4,f:3_0.19,78.61,42
3000,1392.00,1310.00,82.00,4,f:4_10.10,19.19,2
3001,1393.00,466.00,927.00,4,f:1_0.15,762.23,705
3002,1394.00,1266.00,128.00,4,f:4_5.6,44.57,11
3003,1394.00,788.00,606.00,4,f:2_7.17,496.08,453
3004,1397.00,1244.00,153.00,4,f:4_7.4,58.72,17
3005,1399.00,1321.00,78.00,4,f:4_9.11,17.07,4
3006,1399.00,1266.00,133.00,4,f:4_7.6,44.83,3
3007,1403.00,1211.00,192.00,4,f:4_1.1,87.53,41
3008,1407.00,1055.00,352.00,4,f:3_7.14,261.17,208
3009,1410.00,1299.00,111.00,4,f:4_3.9,31.23,1
3010,1410.00,1310.00,100.00,4,f:4_7.10,25.98,3
3011,1412.00,1321.00,91.00,4,f:4_3.11,18.39,1
3012,1413.00,1222.00,191.00,4,f:4_2.2,92.43,75
3013,1415.00,1321.00,94.00,4,f:4_11.11,33.84,16
3014,1415.00,1288.00,127.00,4,f:4_7.8,54.81,13
3015,1416.00,1277.00,139.00,4,f:4_11.7,57.33,10
3016,1418.00,1066.00,352.00,4,f:3_7.15,243.59,180
3017,1419.00,1321.00,98.00,4,f:4_10.11,45.65,22
3018,1421.00,1321.00,100.00,4,f:4_2.11,29.69,17
3019,1422.00,1088.00,334.00,4,f:3_7.17,213.68,159
3020,1425.00,477.00,948.00,4,f:1_0.16,723.93,668
3021,1425.00,843.00,582.00,4,f:2_7.22,492.43,407
3022,1427.00,911.00,516.00,4,f:3_1.1,457.52,433
3023,1428.00,1010.00,418.00,4,f:3_7.10,310.50,231
3024,1429.00,1344.00,85.00,4,f:4_1.13,29.84,14
3025,1430.00,1332.00,98.00,4,f:4_10.12,31.30,13
3026,1431.00,88.00,1343.00,4,f:0_0.8,1260.39,1215
3027,1434.00,1332.00,102.00,4,f:4_11.12,51.10,23
3028,1434.00,1344.00,90.00,4,f:4_2.13,35.97,20
3029,1434.00,1099.00,335.00,4,f:3_7.18,217.49,185
3030,1437.00,1344.00,93.00,4,f:4_11.13,28.99,9
3031,1437.00,1032.00,405.00,4,f:3_7.12,300.99,246
3032,1438.00,944.00,494.00,4,f:3_8.4,423.44,412
3033,1439.00,1277.00,162.00,4,f:4_7.7,69.33,19
3034,1440.00,888.00,552.00,4,f:2_7.26,332.36,215
3035,1445.00,1332.00,113.00,4,f:4_3.12,27.62,5
3036,1445.00,1288.00,157.00,4,f:4_5.8,72.90,53
3037,1451.00,988.00,463.00,4,f:3_7.8,305.35,226
3038,1453.00,1310.00,143.00,4,f:4_5.10,70.77,48
3039,1454.00,1332.00,122.00,4,f:4_9.12,50.61,27
3040,1454.00,1077.00,377.00,4,f:3_7.16,228.22,180
3041,1455.00,1332.00,123.00,4,f:4_2.12,48.28,5
3042,1456.00,1121.00,335.00,4,f:3_7.20,233.30,154
3043,1457.00,1344.00,113.00,4,f:4_3.13,28.09,3
3044,1457.00,876.00,581.00,4,f:2_7.25,383.79,309
3045,1458.00,1366.00,92.00,4,f:4_3.15,14.97,0
3046,1465.00,1366.00,99.00,4,f:4_2.15,21.45,6
3047,1465.00,1299.00,166.00,4,f:4_10.9,60.92,37
3048,1466.00,1277.00,189.00,4,f:4_1.7,96.27,38
3049,1468.00,1355.00,113.00,4,f:4_3.14,22.52,2
3050,1469.00,1366.00,103.00,4,f:4_1.15,28.04,9
3051,1469.00,999.00,470.00,4,f:3_7.9,341.97,252
3052,1470.00,1399.00,71.00,4,f:4_11.18,22.11,6
3053,1470.00,1344.00,126.00,4,f:4_10.13,56.42,34
3054,1471.00,1199.00,272.00,4,f:3_7.27,180.35,93
3055,1474.00,1332.00,142.00,4,f:4_7.12,36.31,12
3056,1478.00,1355.00,123.00,4,f:4_10.14,54.60,33
3057,1480.00,1211.00,269.00,4,f:4_7.1,165.92,79
3058,1488.00,1299.00,189.00,4,f:4_5.9,89.48,43
3059,1490.00,1288.00,202.00,4,f:4_9.8,139.77,116
3060,1491.00,1310.00,181.00,4,f:4_9.10,127.74,106
3061,1492.00,243.00,1249.00,4,f:0_0.22,1144.77,1116
3062,1495.00,1432.00,63.00,4,f:4_2.21,9.81,0
3063,1495.00,1021.00,474.00,4,f:3_7.11,366.19,251
3064,1495.00,1299.00,196.00,4,f:4_9.9,121.69,101
3065,1496.00,1366.00,130.00,4,f:4_11.15,59.36,31
3066,1497.00,1377.00,120.00,4,f:4_3.16,34.57,8
3067,1497.00,1355.00,142.00,4,f:4_9.14,78.67,58
3068,1498.00,1388.00,110.00,4,f:4_11.17,56.89,28
3069,1499.00,1099.00,400.00,4,f:3_1.18,328.33,310
3070,1499.00,1366.00,133.00,4,f:4_9.15,60.69,35
3071,1500.00,1399.00,101.00,4,f:4_9.18,37.44,15
3072,1501.00,1110.00,391.00,4,f:3_7.19,264.80,192
3073,1502.00,1377.00,125.00,4,f:4_9.16,67.49,30
3074,1503.00,1355.00,148.00,4,f:4_1.14,63.74,2
3075,1503.00,1377.00,126.00,4,f:4_10.16,64.91,34
3076,1505.00,1377.00,128.00,4,f:4_11.16,68.65,38
3077,1506.00,1332.00,174.00,4,f:4_5.12,98.81,24
3078,1506.00,1366.00,140.00,4,f:4_10.15,75.16,41
3079,1507.00,1388.00,119.00,4,f:4_3.17,42.63,12
3080,1507.00,1432.00,75.00,4,f:4_11.21,17.31,0
3081,1509.00,1421.00,88.00,4,f:4_2.20,16.08,0
3082,1512.00,1310.00,202.00,4,f:4_1.10,140.86,119
3083,1512.00,1399.00,113.00,4,f:4_3.18,37.70,9
3084,1513.00,1443.00,70.00,4,f:4_9.22,16.09,7
3085,1513.00,1443.00,70.00,4,f:4_11.22,13.78,1
3086,1516.00,1443.00,73.00,4,f:4_2.22,23.13,5
3087,1516.00,1399.00,117.00,4,f:4_10.18,57.16,34
3088,1518.00,1355.00,163.00,4,f:4_2.14,74.30,6
3089,1518.00,1344.00,174.00,4,f:4_7.13,63.50,31
3090,1519.00,1410.00,109.00,4,f:4_3.19,35.55,4
3091,1520.00,1410.00,110.00,4,f:4_11.19,47.91,15
3092,1521.00,1421.00,100.00,4,f:4_1.20,38.63,19
3093,1524.00,1299.00,225.00,4,f:4_7.9,122.05,63
3094,1526.00,1399.00,127.00,4,f:4_1.18,40.22,12
3095,1526.00,1421.00,105.00,4,f:4_10.20,39.09,18
3096,1529.00,1399.00,130.00,4,f:4_5.18,46.18,17
3097,1529.00,1188.00,341.00,4,f:3_7.26,241.40,133
3098,1530.00,1388.00,142.00,4,f:4_2.17,58.12,27
3099,1530.00,1421.00,109.00,4,f:4_3.20,35.15,5
3100,1531.00,1421.00,110.00,4,f:4_11.20,44.25,17
3101,1532.00,1443.00,89.00,4,f:4_1.22,23.26,2
3102,1533.00,1410.00,123.00,4,f:4_10.19,53.56,28
3103,1535.00,1432.00,103.00,4,f:4_1.21,36.27,10
3104,1536.00,1443.00,93.00,4,f:4_10.22,29.25,11
3105,1537.00,1310.00,227.00,4,f:4_3.10,161.56,140
3106,1537.00,1454.00,83.00,4,f:4_11.23,39.10,12
3107,1537.00,1432.00,105.00,4,f:4_10.21,36.39,15
3108,1538.00,1299.00,239.00,4,f:4_2.9,139.26,100
3109,1538.00,1366.00,172.00,4,f:4_5.15,73.69,37
3110,1539.00,1454.00,85.00,4,f:4_9.23,20.68,4
3111,1541.00,988.00,553.00,4,f:3_2.8,481.33,452
3112,1541.00,1421.00,120.00,4,f:4_5.20,29.00,4
3113,1543.00,1465.00,78.00,4,f:4_2.24,27.91,9
3114,1546.00,1266.00,280.00,4,f:4_1.6,167.86,141
3115,1546.00,1454.00,92.00,4,f:4_10.23,36.32,15
3116,1549.00,1288.00,261.00,4,f:4_3.8,184.64,153
3117,1555.00,1432.00,123.00,4,f:4_3.21,38.98,5
3118,1558.00,1476.00,82.00,4,f:4_1.25,15.76,0
3119,1560.00,1410.00,150.00,4,f:4_9.19,87.74,68
3120,1562.00,1488.00,74.00,4,f:4_2.26,20.89,7
3121,1567.00,1443.00,124.00,4,f:4_3.22,23.90,2
3122,1570.00,1443.00,127.00,4,f:4_7.22,29.23,10
3123,1574.00,1454.00,120.00,4,f:4_5.23,16.58,0
3124,1577.00,1500.00,77.00,4,f:5_14.0,27.61,10
3125,1579.00,1499.00,80.00,4,f:4_2.27,19.19,8
3126,1580.00,1465.00,115.00,4,f:4_7.24,38.98,12
3127,1585.00,1511.00,74.00,4,f:5_15.1,33.72,7
3128,1586.00,1488.00,98.00,4,f:4_3.26,25.65,0
3129,1588.00,1465.00,123.00,4,f:4_11.24,66.47,52
3130,1589.00,1233.00,356.00,4,f:4_0.3,27.02,13
3131,1589.00,1465.00,124.00,4,f:4_3.24,40.82,19
3132,1590.00,1488.00,102.00,4,f:4_11.26,39.16,13
3133,1592.00,565.00,1027.00,4,f:1_0.24,860.77,834
3134,1595.00,999.00,596.00,4,f:3_8.9,403.86,386
3135,1598.00,1499.00,99.00,4,f:4_5.27,26.33,2
3136,1598.00,1522.00,76.00,4,f:5_9.2,16.22,5
3137,1600.00,1344.00,256.00,4,f:4_9.13,172.61,149
3138,1601.00,1066.00,535.00,4,f:3_0.15,322.42,311
3139,1601.00,1488.00,113.00,4,f:4_5.26,29.86,7
3140,1602.00,1421.00,181.00,4,f:4_9.20,93.47,71
3141,1603.00,1355.00,248.00,4,f:4_11.14,148.53,117
3142,1603.00,1476.00,127.00,4,f:4_9.25,61.57,39
3143,1605.00,1476.00,129.00,4,f:4_11.25,28.96,5
3144,1605.00,1465.00,140.00,4,f:4_9.24,73.58,44
3145,1608.00,1266.00,342.00,4,f:4_2.6,230.84,176
3146,1609.00,1500.00,109.00,4,f:5_12.0,49.44,24
3147,1609.00,1511.00,98.00,4,f:5_13.1,48.38,18
3148,1611.00,1500.00,111.00,4,f:5_11.0,59.47,39
3149,1612.00,1500.00,112.00,4,f:5_15.0,61.29,25
3150,1613.00,1410.00,203.00,4,f:4_7.19,78.23,55
3151,1613.00,1533.00,80.00,4,f:5_11.3,21.16,3
3152,1613.00,1522.00,91.00,4,f:5_15.2,34.90,12
3153,1614.00,1244.00,370.00,4,f:4_1.4,305.96,283
3154,1615.00,1488.00,127.00,4,f:4_9.26,56.07,29
3155,1617.00,1222.00,395.00,4,f:4_0.2,48.41,29
3156,1622.00,1511.00,111.00,4,f:5_7.1,21.11,1
3157,1623.00,1388.00,235.00,4,f:4_10.17,166.76,133
3158,1625.00,1522.00,103.00,4,f:5_3.2,38.70,14
3159,1626.00,1533.00,93.00,4,f:5_15.3,18.16,2
3160,1631.00,1443.00,188.00,4,f:4_5.22,93.70,62
3161,1631.00,1499.00,132.00,4,f:4_9.27,62.87,26
3162,1633.00,1233.00,400.00,4,f:4_1.3,330.23,300
3163,1633.00,1511.00,122.00,4,f:5_12.1,51.58,21
3164,1633.00,1465.00,168.00,4,f:4_5.24,88.41,65
3165,1633.00,1511.00,122.00,4,f:5_9.1,56.41,35
3166,1634.00,444.00,1190.00,4,f:1_0.13,851.89,788
3167,1634.00,1500.00,134.00,4,f:5_10.0,55.05,24
3168,1634.00,1410.00,224.00,4,f:4_5.19,102.19,72
3169,1634.00,1522.00,112.00,4,f:5_11.2,51.70,29
3170,1636.00,1544.00,92.00,4,f:5_11.4,38.36,18
3171,1639.00,1499.00,140.00,4,f:4_7.27,63.46,36
3172,1640.00,1555.00,85.00,4,f:5_15.5,22.51,7
3173,1642.00,576.00,1066.00,4,f:1_0.25,788.88,757
3174,1644.00,1544.00,100.00,4,f:5_5.4,21.07,2
3175,1645.00,1465.00,180.00,4,f:4_10.24,116.24,78
3176,1646.00,1522.00,124.00,4,f:5_5.2,38.73,15
3177,1649.00,455.00,1194.00,4,f:1_0.14,895.77,821
3178,1649.00,1222.00,427.00,4,f:4_5.2,348.17,328
3179,1650.00,1500.00,150.00,4,f:5_9.0,77.11,32
3180,1651.00,366.00,1285.00,4,f:1_0.6,1136.13,1045
3181,1653.00,276.00,1377.00,4,f:0_0.25,1277.58,1215
3182,1653.00,1366.00,287.00,4,f:4_7.15,190.86,156
3183,1655.00,1511.00,144.00,4,f:5_11.1,85.84,71
3184,1656.00,900.00,756.00,4,f:3_8.0,674.36,641
3185,1656.00,1533.00,123.00,4,f:5_7.3,52.41,30
3186,1658.00,1310.00,348.00,4,f:4_2.10,275.28,248
3187,1658.00,1533.00,125.00,4,f:5_10.3,24.99,8
3188,1658.00,1599.00,59.00,4,f:5_15.9,13.86,1
3189,1658.00,1055.00,603.00,4,f:3_8.14,442.93,410
3190,1659.00,1544.00,115.00,4,f:5_15.4,48.11,17
3191,1660.00,821.00,839.00,4,f:2_0.20,380.84,342
3192,1661.00,922.00,739.00,4,f:3_8.2,671.48,634
3193,1662.00,1476.00,186.00,4,f:4_10.25,83.78,54
3194,1662.00,421.00,1241.00,4,f:1_0.11,917.11,875
3195,1664.00,1588.00,76.00,4,f:5_15.8,29.67,2
3196,1667.00,1566.00,101.00,4,f:5_15.6,27.06,8
3197,1668.00,1511.00,157.00,4,f:5_10.1,64.53,33
3198,1668.00,1522.00,146.00,4,f:5_7.2,46.99,25
