,action,episode,reward,step,time_sec
4419,"0,2,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,2,2,3,3,3,1",7,-18,100.0,500
4420,"4,2,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,2,4,0,0,0,2,3,3,3,0,1",7,-18,101.0,505
4421,"0,2,1,0,0,1,1,3,1,0,0,0,3,1,0,0,0,2,4,0,0,0,2,2,3,3,3,1",7,-17,102.0,510
4422,"4,2,1,0,1,1,1,3,1,0,1,0,1,1,0,0,0,2,4,0,0,0,2,2,3,3,0,1",7,-19,103.0,515
4423,"4,2,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,2,2,3,3,3,1",7,-18,104.0,520
4424,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,3,1",7,-18,105.0,525
4425,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,0,1",7,-20,106.0,530
4426,"0,2,0,0,0,1,1,3,1,0,1,0,3,1,0,0,0,2,4,0,0,0,2,2,3,3,3,1",7,-19,107.0,535
4427,"4,2,0,0,0,1,1,3,1,0,1,0,3,1,0,0,0,2,4,0,0,0,2,2,3,3,3,1",7,-20,108.0,540
4428,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,3,1",7,-19,109.0,545
4429,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,0,1",7,-20,110.0,550
4430,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,2,4,0,0,0,2,2,3,3,3,1",7,-21,111.0,555
4431,"0,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,2,4,2,0,0,2,2,3,3,0,1",7,-21,112.0,560
4432,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,0,1",7,-20,113.0,565
4433,"4,2,0,0,0,1,1,0,1,0,1,0,3,1,0,0,0,2,4,0,0,0,2,2,3,3,0,1",7,-18,114.0,570
4434,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,2,3,3,3,1",7,-19,115.0,575
4435,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,2,4,2,0,0,2,2,3,3,0,1",7,-18,116.0,580
4436,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,2,2,3,3,0,1",7,-15,117.0,585
4437,"4,2,1,0,0,1,1,3,1,0,1,0,3,1,0,0,0,2,4,2,0,0,2,2,3,3,3,1",7,-12,118.0,590
4438,"0,2,0,0,0,1,1,3,1,0,1,0,3,1,0,0,0,0,4,2,0,0,2,2,3,3,0,1",7,-14,119.0,595
4439,"0,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,4,2,0,0,1,2,3,3,0,1",7,-11,120.0,600
4440,"4,2,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,2,4,0,0,0,1,2,3,3,0,1",7,-16,121.0,605
4441,"0,2,0,0,0,1,1,3,0,0,1,0,3,1,0,1,0,0,4,2,0,0,1,2,3,3,3,1",7,-17,122.0,610
4442,"4,1,1,0,0,1,1,3,0,0,1,0,1,1,0,0,0,2,4,2,0,0,1,2,3,3,0,1",7,-16,123.0,615
4443,"0,2,1,0,0,1,1,3,1,0,1,0,3,1,0,0,0,0,4,0,0,0,2,2,3,3,3,1",7,-14,124.0,620
4444,"0,2,0,0,0,1,1,0,0,0,1,0,3,1,0,0,0,2,4,2,0,0,2,2,3,3,0,1",7,-10,125.0,625
4445,"0,2,0,0,0,1,1,3,0,0,0,0,1,1,0,1,0,2,4,2,0,0,1,2,3,3,0,1",7,-9,126.0,630
4446,"4,2,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,3,0,1",7,-11,127.0,635
4447,"4,1,0,0,0,1,1,3,0,0,1,0,1,1,0,0,0,2,4,2,0,0,1,2,3,3,0,1",7,-12,128.0,640
4448,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,5,1",7,-13,129.0,645
4449,"4,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,1,0,1",7,-13,130.0,650
4450,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,1",7,-13,131.0,655
4451,"4,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,1",7,-14,132.0,660
4452,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,1",7,-17,133.0,665
4453,"4,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,3,0,1",7,-14,134.0,670
4454,"0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,1,0,0,4,2,0,0,1,2,3,3,0,1",7,-14,135.0,675
4455,"4,2,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,1,0,1",7,-12,136.0,680
4456,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,5,1",7,-16,137.0,685
4457,"4,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-13,138.0,690
4458,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,3,0,0",7,-9,139.0,695
4459,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-16,140.0,700
4460,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,5,1",7,-26,141.0,705
4461,"4,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,1",7,-21,142.0,710
4462,"0,0,1,0,0,3,1,3,1,0,1,0,0,1,0,1,0,0,4,0,0,0,0,2,3,3,2,1",7,-17,143.0,715
4463,"0,1,1,0,0,1,1,3,1,0,0,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,0",7,-16,144.0,720
4464,"4,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,1",7,-21,145.0,725
4465,"4,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,3,0,0",7,-22,146.0,730
4466,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,1",7,-26,147.0,735
4467,"0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,2,3,3,0,1",7,-21,148.0,740
4468,"4,2,0,0,0,3,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,1",7,-25,149.0,745
4469,"4,1,0,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,4,2,0,0,1,2,3,1,0,0",7,-28,150.0,750
4470,"0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,3,3,0,0",7,-21,151.0,755
4471,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,1",7,-29,152.0,760
4472,"4,0,0,0,0,3,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,1",7,-22,153.0,765
4473,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,3,0,0",7,-23,154.0,770
4474,"0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,1",7,-23,155.0,775
4475,"0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,4,2,0,0,1,0,3,1,0,0",7,-23,156.0,780
4476,"4,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,1,0,1",7,-25,157.0,785
4477,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-29,158.0,790
4478,"0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,3,3,0,0",7,-26,159.0,795
4479,"4,1,0,0,0,0,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,1,5,1",7,-29,160.0,800
4480,"4,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-28,161.0,805
4481,"0,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,3,3,1,0,0",7,-30,162.0,810
4482,"4,2,1,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-33,163.0,815
4483,"4,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,1,0,0",7,-35,164.0,820
4484,"0,2,0,0,0,1,1,3,1,0,1,0,1,1,0,1,0,0,4,2,0,0,1,2,3,3,0,1",7,-31,165.0,825
4485,"0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,4,2,0,0,1,0,3,1,0,1",7,-29,166.0,830
4486,"4,2,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,1",7,-28,167.0,835
4487,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-28,168.0,840
4488,"4,0,0,0,0,3,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,1,2,2",7,-31,169.0,845
4489,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,1,0,0",7,-31,170.0,850
4490,"4,2,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,1,0,0",7,-30,171.0,855
4491,"0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,3,0,0",7,-27,172.0,860
4492,"0,2,1,0,0,3,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,2,3,3,3,0,0",7,-25,173.0,865
4493,"4,0,0,0,0,0,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,3,3,1,2,0",7,-29,174.0,870
4494,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-29,175.0,875
4495,"4,2,1,0,0,3,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,3,2,0",7,-31,176.0,880
4496,"0,0,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-31,177.0,885
4497,"4,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,3,0,0",7,-29,178.0,890
4498,"0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,3,1,0,1",7,-28,179.0,895
4499,"4,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,0",7,-27,180.0,900
4500,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-33,181.0,905
4501,"0,0,0,0,0,3,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,3,3,1,0,0",7,-29,182.0,910
4502,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,1,0,0",7,-30,183.0,915
4503,"0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,4,2,0,0,1,3,3,3,0,0",7,-32,184.0,920
4504,"0,0,0,0,0,3,1,3,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,3,3,1,0,0",7,-29,185.0,925
4505,"4,0,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,1,0,0",7,-28,186.0,930
4506,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-34,187.0,935
4507,"4,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,3,0,0",7,-31,188.0,940
4508,"0,0,1,0,0,1,1,3,1,0,1,0,1,1,1,1,0,0,4,0,0,0,0,3,3,1,0,0",7,-31,189.0,945
4509,"4,2,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-35,190.0,950
4510,"0,1,0,0,0,1,1,3,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,2,3,1,0,0",7,-29,191.0,955
4511,"4,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,3,0,0",7,-31,192.0,960
4512,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,3,3,0,0",7,-37,193.0,965
4513,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,5,0",7,-35,194.0,970
4514,"0,0,1,0,0,1,1,3,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,2,3,3,0,0",7,-30,195.0,975
4515,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,1,5,0",7,-39,196.0,980
4516,"0,0,0,0,0,1,1,3,1,0,1,0,1,1,1,1,0,0,4,0,0,0,0,0,3,3,0,0",7,-38,197.0,985
4517,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,0",7,-42,198.0,990
4518,"0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,3,1,0,0",7,-39,199.0,995
4519,"4,2,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,3,3,1,0,0",7,-38,200.0,1000
4520,"0,2,1,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,0,0",7,-36,201.0,1005
4521,"4,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-40,202.0,1010
4522,"0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,4,0,0,0,0,2,3,1,0,0",7,-41,203.0,1015
4523,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,2,0,2,3,3,0,0",7,-40,204.0,1020
4524,"0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2,0,2,1,3,3,3,0,0",7,-35,205.0,1025
4525,"4,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,2,0,2,3,3,0,0",7,-38,206.0,1030
4526,"0,1,0,0,0,1,1,3,1,0,0,0,1,1,0,1,0,0,4,0,0,2,0,2,3,3,0,0",7,-38,207.0,1035
4527,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,2,1,3,3,3,0,0",7,-44,208.0,1040
4528,"4,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,2,0,0,3,3,0,0",7,-43,209.0,1045
4529,"0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,1,0,0,4,2,0,2,1,2,3,1,0,0",7,-44,210.0,1050
4530,"4,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,1,2,3,3,0,0",7,-37,211.0,1055
4531,"0,2,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,1,0,0",7,-39,212.0,1060
4532,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,1,0,0",7,-40,213.0,1065
4533,"0,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-38,214.0,1070
4534,"4,0,1,0,1,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,2,1,3,3,1,5,0",7,-41,215.0,1075
4535,"4,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,3,3,0,0",7,-41,216.0,1080
4536,"1,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,1,0,0",7,-41,217.0,1085
4537,"4,1,0,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,4,0,0,0,1,2,3,3,2,0",7,-44,218.0,1090
4538,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,5,0",7,-45,219.0,1095
4539,"0,2,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,4,0,0,0,1,0,3,3,0,0",7,-35,220.0,1100
4540,"4,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,1,2,3,3,0,0",7,-36,221.0,1105
4541,"0,2,0,0,0,1,1,3,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2,3,3,0,0",7,-38,222.0,1110
4542,"4,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,2,3,3,0,0",7,-40,223.0,1115
4543,"4,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,3,1,5,0",7,-37,224.0,1120
4544,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0",7,-41,225.0,1125
4545,"4,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,3,3,1,0,0",7,-44,226.0,1130
4546,"0,1,1,0,0,1,1,3,1,0,1,0,1,1,0,1,0,0,4,2,0,0,1,2,3,3,0,1",7,-39,227.0,1135
4547,"0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0",7,-32,228.0,1140
4548,"4,2,1,0,1,1,1,3,1,0,1,0,1,1,0,0,0,0,0,2,0,0,1,2,3,3,0,1",7,-39,229.0,1145
4549,"0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,1,0,0,4,0,0,0,0,0,3,3,0,0",7,-34,230.0,1150
4550,"4,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-36,231.0,1155
4551,"0,1,1,0,0,1,1,3,1,0,0,0,1,1,0,1,0,0,4,0,0,0,1,3,3,1,0,0",7,-40,232.0,1160
4552,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-42,233.0,1165
4553,"0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0",7,-37,234.0,1170
4554,"4,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,1,5,0",7,-39,235.0,1175
4555,"0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,0,3,1,0,0",7,-36,236.0,1180
4556,"4,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,4,0,0,0,0,3,3,3,0,0",7,-39,237.0,1185
4557,"0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0,1,3,3,3,0,0",7,-38,238.0,1190
4558,"4,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,5,0",7,-38,239.0,1195
4559,"2,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,3,3,1,0,0",7,-38,240.0,1200
4560,"4,2,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,3,3,3,5,0",7,-41,241.0,1205
4561,"0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0",7,-38,242.0,1210
4562,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,1,0,0",7,-39,243.0,1215
4563,"0,1,1,0,1,1,1,3,1,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,3,3,0,0",7,-41,244.0,1220
4564,"0,0,1,0,1,1,1,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,3,1,0,0",7,-44,245.0,1225
4565,"0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,2,0,0,1,0,3,3,0,0",7,-45,246.0,1230
4566,"4,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,3,0,0",7,-44,247.0,1235
4567,"0,2,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,2,0,0,1,2,3,3,0,0",7,-45,248.0,1240
4568,"4,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,2,0",7,-51,249.0,1245
4569,"0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,4,2,0,0,1,0,3,1,0,0",7,-44,250.0,1250
4570,"4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-49,251.0,1255
4571,"0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,0,0",7,-50,252.0,1260
4572,"4,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,3,3,1,0,0",7,-52,253.0,1265
4573,"0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0",7,-49,254.0,1270
4574,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,2,3,3,0,0",7,-52,255.0,1275
4575,"0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,4,0,0,0,1,0,3,3,0,0",7,-55,256.0,1280
4576,"0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,1,0,0",7,-52,257.0,1285
4577,"4,1,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,4,2,0,0,1,2,3,3,0,0",7,-52,258.0,1290
4578,"0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,4,0,0,0,0,0,3,1,0,0",7,-49,259.0,1295
4579,"0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,2,3,3,0,0",7,-51,260.0,1300
4580,"0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,2,0,0,1,2,3,3,0,0",7,-48,261.0,1305
4581,"4,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,3,1,5,0",7,-49,262.0,1310
4582,"4,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,3,1,0,0",7,-52,263.0,1315
4583,"0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,2,0,2,1,0,3,3,5,0",7,-46,264.0,1320
4584,"4,2,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,3,3,0,0",7,-49,265.0,1325
4585,"0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,0,0,0,1,3,3,3,0,0",7,-52,266.0,1330
4586,"0,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,2,1,2,3,3,5,0",7,-52,267.0,1335
4587,"4,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,3,3,1,0,0",7,-51,268.0,1340
4588,"0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,2,0,2,1,0,3,3,0,0",7,-55,269.0,1345
4589,"4,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,3,0,0,2,0,3,3,1,0,0",7,-57,270.0,1350
4590,"4,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,2,1,2,1,3,3,1,0,0",7,-59,271.0,1355
4591,"0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,2,1,0,3,1,5,0",7,-60,272.0,1360
4592,"0,2,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,4,0,0,2,0,2,3,3,0,0",7,-57,273.0,1365
4593,"4,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,2,1,3,3,1,5,0",7,-63,274.0,1370
4594,"0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,2,1,2,1,2,1,3,0,0",7,-59,275.0,1375
4595,"4,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,2,2,1,2,1,0,2,3,5,0",7,-60,276.0,1380
4596,"0,2,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4,0,1,2,2,2,2,3,0,0",7,-60,277.0,1385
4597,"0,2,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,2,2,3,1,0,0",7,-64,278.0,1390
4598,"4,2,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,4,0,1,2,0,2,2,3,0,0",7,-56,279.0,1395
4599,"0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,0,0,2,1,2,2,3,0,0",7,-62,280.0,1400
4600,"0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,2,3,2,0",7,-62,281.0,1405
4601,"0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,0,2,2,3,0,0",7,-63,282.0,1410
4602,"0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,4,2,0,2,1,0,2,1,0,0",7,-68,283.0,1415
4603,"0,0,1,0,0,3,1,1,1,0,0,0,0,1,1,1,0,0,4,0,0,2,0,2,2,3,3,0",7,-62,284.0,1420
4604,"0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,4,2,0,2,1,0,2,1,0,0",7,-60,285.0,1425
4605,"0,2,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,4,2,1,2,1,2,2,3,0,0",7,-62,286.0,1430
4606,"0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,1,0,0",7,-66,287.0,1435
4607,"0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,4,0,0,2,1,2,2,1,0,0",7,-65,288.0,1440
4608,"0,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,2,1,0,2,1,0,0",7,-71,289.0,1445
4609,"0,2,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,2,0,0,2,1,2,2,3,0,0",7,-66,290.0,1450
4610,"0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,2,1,2,1,2,2,1,2,0",7,-68,291.0,1455
4611,"0,2,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4,0,0,2,1,2,2,3,0,0",7,-70,292.0,1460
4612,"0,2,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,4,2,0,2,1,3,2,1,5,0",7,-70,293.0,1465
4613,"0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,0,0,2,1,0,2,1,0,0",7,-69,294.0,1470
